Sample_ID	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-AR-A256-01	11	5247910	5248100	3	-1.9366
TCGA-AR-A256-01	11	5255848	7261917	1284	-0.4169
TCGA-AR-A256-01	11	7261940	11496113	2983	-0.344
TCGA-AR-A256-01	11	11498144	11540710	54	0.7129
TCGA-AR-A256-01	11	11544905	11611438	58	1.2814
TCGA-AR-A256-01	11	11613202	11689220	50	0.8486
TCGA-AR-A256-01	11	11689781	12280276	512	0.4296
TCGA-AR-A256-01	11	12281860	12652216	297	0.8136
TCGA-AR-A256-01	11	12653928	21073075	6009	0.1247
TCGA-AR-A256-01	11	21073164	26012951	3110	0.0586
TCGA-AR-A256-01	11	26013036	27122481	818	0.1087
TCGA-AR-A256-01	11	27123037	27193747	57	0.581
TCGA-AR-A256-01	11	27195499	29146112	1100	0.0709
TCGA-AR-A256-01	11	29146577	29238556	63	-0.1933
TCGA-AR-A256-01	11	29243832	29487282	165	0.3909
TCGA-AR-A256-01	11	29487728	31739796	1318	0.0625
TCGA-AR-A256-01	11	31740261	31964601	146	0.4104
TCGA-AR-A256-01	11	31965653	33082017	817	0.0732
TCGA-AR-A256-01	11	33082367	34161753	553	0.588
TCGA-AR-A256-01	11	34164960	34934294	626	0.9229
TCGA-AR-A256-01	11	34934470	35873825	793	0.6139
TCGA-AR-A256-01	11	35875382	40284163	2313	0.0786
TCGA-AR-A256-01	11	40284607	40945801	442	-0.1501
TCGA-AR-A256-01	11	40948255	43921444	2013	0.0638
TCGA-AR-A256-01	11	43921705	46298943	1608	0.1212
TCGA-AR-A256-01	11	46302294	47421342	422	0.0737
TCGA-AR-A256-01	11	47427521	58111972	1933	0.2696
TCGA-AR-A256-01	11	58112338	58260823	126	0.4849
TCGA-AR-A256-01	11	58265590	61308052	1709	0.2869
TCGA-AR-A256-01	11	61309712	61796827	198	0.7554
TCGA-AR-A256-01	11	61797534	61964505	82	0.3029
TCGA-AR-A256-01	11	61966556	68908532	2336	0.0167
TCGA-AR-A256-01	11	68911023	71468823	1481	0.0974
TCGA-AR-A256-01	11	71470756	81941302	6079	-0.3579
TCGA-AR-A256-01	11	81941879	81974087	2	-2.4739
TCGA-AR-A256-01	11	81974268	83230358	711	-0.3751
TCGA-AR-A256-01	11	83235425	85779138	1350	0.0305
TCGA-AR-A256-01	11	85782667	86054749	181	0.382
TCGA-AR-A256-01	11	86057880	86420517	249	0.0768
TCGA-AR-A256-01	11	86421987	92350514	3497	-0.2846
TCGA-AR-A256-01	11	92356240	101547140	6192	0.0772
TCGA-AR-A256-01	11	101553845	101553939	2	-1.5768
TCGA-AR-A256-01	11	101555808	102410883	362	0.0902
TCGA-AR-A256-01	11	102411721	102890567	359	-0.2693
TCGA-AR-A256-01	11	102894678	102894866	2	-1.8258
TCGA-AR-A256-01	11	102895435	103293099	246	-0.3173
TCGA-AR-A256-01	11	103294140	103296959	3	-1.6523
TCGA-AR-A256-01	11	103297513	106445871	1763	-0.3533
TCGA-AR-A256-01	11	106445884	106461828	22	-2.7324
TCGA-AR-A256-01	11	106462679	118410212	7822	-0.34
TCGA-AR-A256-01	11	118413524	122027054	2479	-0.2907
TCGA-AR-A256-01	11	122029117	125930752	2729	-0.3501
TCGA-AR-A256-01	11	125932936	126606810	496	0.3931
TCGA-AR-A256-01	11	126607546	134272740	5205	-0.3185
TCGA-AR-A256-01	12	780472	1127891	171	-0.401
TCGA-AR-A256-01	12	1132648	1757038	42	0.4067
TCGA-AR-A256-01	12	1757633	5401605	2616	-0.0864
TCGA-AR-A256-01	12	5402255	9110871	1832	-0.0275
TCGA-AR-A256-01	12	9112350	10466775	616	-0.0721
TCGA-AR-A256-01	12	10467634	12187782	1038	0.1082
TCGA-AR-A256-01	12	12189863	20938581	5279	-0.2189
TCGA-AR-A256-01	12	20941106	21302117	212	0.1126
TCGA-AR-A256-01	12	21302409	28811826	4860	-0.2185
TCGA-AR-A256-01	12	28813062	29167830	271	0.0857
TCGA-AR-A256-01	12	29168152	31595593	1601	0.0143
TCGA-AR-A256-01	12	31597368	31737550	88	-0.2772
TCGA-AR-A256-01	12	31764869	32379694	442	0.0037
TCGA-AR-A256-01	12	32382083	38827290	580	0.2938
TCGA-AR-A256-01	12	38829764	42815499	2470	0.1424
TCGA-AR-A256-01	12	42818897	43344680	2	-1.5993
TCGA-AR-A256-01	12	43345446	43477477	68	0.1599
TCGA-AR-A256-01	12	43478067	44535381	564	-0.0828
TCGA-AR-A256-01	12	44535904	47940856	1970	0.1479
TCGA-AR-A256-01	12	47945512	52963050	2644	-0.2074
TCGA-AR-A256-01	12	52963839	52964087	2	-2.4464
TCGA-AR-A256-01	12	52967441	62873663	5570	-0.2404
TCGA-AR-A256-01	12	62874535	63428163	406	-0.0603
TCGA-AR-A256-01	12	63429613	68221670	2933	-0.2291
TCGA-AR-A256-01	12	68221724	68949521	530	-0.089
TCGA-AR-A256-01	12	68949995	69153862	133	0.1627
TCGA-AR-A256-01	12	69154016	69361624	128	0.0551
TCGA-AR-A256-01	12	69367081	69495198	88	0.2363
TCGA-AR-A256-01	12	69501632	75818439	3662	-0.1945
TCGA-AR-A256-01	12	75818548	76210692	262	-0.0222
TCGA-AR-A256-01	12	76214342	76706679	266	-0.1775
TCGA-AR-A256-01	12	76707533	76708943	3	-1.4986
TCGA-AR-A256-01	12	76709310	95032597	11179	-0.2016
TCGA-AR-A256-01	12	95035603	95045320	7	-1.3871
TCGA-AR-A256-01	12	95046225	95183504	79	-0.2208
TCGA-AR-A256-01	12	95183894	95234172	31	0.2584
TCGA-AR-A256-01	12	95234600	99081912	2638	-0.2263
TCGA-AR-A256-01	12	99082326	99133837	39	-0.7036
TCGA-AR-A256-01	12	99137090	99138509	2	-2.6269
TCGA-AR-A256-01	12	99138697	99300785	102	-0.7003
TCGA-AR-A256-01	12	99310110	99353531	21	-0.2686
TCGA-AR-A256-01	12	99354347	99747220	163	-0.6764
TCGA-AR-A256-01	12	99747233	100141745	191	-0.3433
TCGA-AR-A256-01	12	100148505	101981480	1156	0.0427
TCGA-AR-A256-01	12	101983210	101985895	3	-0.4162
TCGA-AR-A256-01	12	101986670	106046112	2758	-0.9348
TCGA-AR-A256-01	12	106049554	112970178	3909	0.0293
TCGA-AR-A256-01	12	112970403	113114189	93	0.3013
TCGA-AR-A256-01	12	113114872	117464353	2827	0.0401
TCGA-AR-A256-01	12	117464518	118181593	535	0.3025
TCGA-AR-A256-01	12	118185444	123067678	2483	0.0403
TCGA-AR-A256-01	12	123071147	123090291	10	0.3304
TCGA-AR-A256-01	12	123095376	124846291	924	0.6456
TCGA-AR-A256-01	12	124848409	129312264	2702	0.5274
TCGA-AR-A256-01	12	129318981	132605822	888	0.0675
TCGA-AR-A256-01	13	18874255	28810520	5674	-0.7805
TCGA-AR-A256-01	13	28815087	28864836	35	-0.1286
TCGA-AR-A256-01	13	28865890	28895630	15	-0.3841
TCGA-AR-A256-01	13	28899827	29054542	93	-0.6825
TCGA-AR-A256-01	13	29061313	35583492	4412	-0.2635
TCGA-AR-A256-01	13	35584944	41997000	4362	0.1053
TCGA-AR-A256-01	13	41999695	52920115	5891	0.039
TCGA-AR-A256-01	13	52926368	52926443	2	-2.6031
TCGA-AR-A256-01	13	52927065	82248095	16196	0.0101
TCGA-AR-A256-01	13	82250498	90186309	4412	0.2065
TCGA-AR-A256-01	13	90188938	90212636	11	-0.6088
TCGA-AR-A256-01	13	90213127	91560392	807	0.2303
TCGA-AR-A256-01	13	91560542	91615801	47	-0.1733
TCGA-AR-A256-01	13	91616041	93742331	1462	0.2123
TCGA-AR-A256-01	13	93742700	93826740	49	-0.886
TCGA-AR-A256-01	13	93830468	104153469	7063	0.2857
TCGA-AR-A256-01	13	104153706	104154267	2	-1.1556
TCGA-AR-A256-01	13	104159070	104892256	569	0.3036
TCGA-AR-A256-01	13	104897068	105128737	167	-0.7884
TCGA-AR-A256-01	13	105778335	105819550	33	0.2602
TCGA-AR-A256-01	13	105822356	106799031	756	0.514
TCGA-AR-A256-01	13	106799281	108032489	952	0.4394
TCGA-AR-A256-01	13	108034424	108314941	202	0.2339
TCGA-AR-A256-01	13	108315063	108724645	324	0.5334
TCGA-AR-A256-01	13	108724691	114226675	3217	0.3203
TCGA-AR-A256-01	14	20033191	31458913	5686	-0.3796
TCGA-AR-A256-01	14	31459450	34873067	2399	-0.322
TCGA-AR-A256-01	14	34873362	41764387	3732	-0.3711
TCGA-AR-A256-01	14	41766849	41776020	10	-1.9034
TCGA-AR-A256-01	14	41777955	49368277	3236	-0.3556
TCGA-AR-A256-01	14	49371024	49385696	14	-1.7735
TCGA-AR-A256-01	14	49390431	52329529	1939	-0.3488
TCGA-AR-A256-01	14	52334017	52401018	43	-1.1462
TCGA-AR-A256-01	14	52401928	56544939	2685	-0.3673
TCGA-AR-A256-01	14	56547806	57193167	477	0.2427
TCGA-AR-A256-01	14	57193861	64721070	4578	-0.3504
TCGA-AR-A256-01	14	64721376	64721522	2	-3.9138
TCGA-AR-A256-01	14	64721675	72457130	4568	-0.3407
TCGA-AR-A256-01	14	72461112	72566945	100	-3.3175
TCGA-AR-A256-01	14	72573923	105533894	20090	-0.3638
TCGA-AR-A256-01	15	23437561	35726547	5355	-0.3612
TCGA-AR-A256-01	15	35731045	35950607	164	0.0103
TCGA-AR-A256-01	15	35951423	37006157	774	-0.3374
TCGA-AR-A256-01	15	37006873	37407184	271	-0.0494
TCGA-AR-A256-01	15	37414606	38884763	961	-0.3176
TCGA-AR-A256-01	15	38887120	38887225	2	-4.1897
TCGA-AR-A256-01	15	38887457	39585560	547	-0.3094
TCGA-AR-A256-01	15	39587780	40172780	361	0.0109
TCGA-AR-A256-01	15	40176409	51575395	6042	-0.3527
TCGA-AR-A256-01	15	51577009	52364592	468	0.529
TCGA-AR-A256-01	15	52366161	53869860	1114	0.0236
TCGA-AR-A256-01	15	53870636	74531590	13106	-0.3435
TCGA-AR-A256-01	15	74535518	74685899	65	0.3292
TCGA-AR-A256-01	15	74693578	99101832	14336	-0.3521
TCGA-AR-A256-01	15	99111179	99248439	97	-2.7275
TCGA-AR-A256-01	15	99248558	101344124	923	-0.3295
TCGA-AR-A256-01	16	603333	1722068	265	0.2803
TCGA-AR-A256-01	16	1723995	1799942	16	0.9853
TCGA-AR-A256-01	16	1800396	1851628	30	0.4067
TCGA-AR-A256-01	16	1851808	2326198	138	0.9378
TCGA-AR-A256-01	16	2327348	2540023	75	0.1483
TCGA-AR-A256-01	16	2541212	7447459	2401	0.3254
TCGA-AR-A256-01	16	7447701	19121458	5446	0.0435
TCGA-AR-A256-01	16	19121799	19489774	251	0.1111
TCGA-AR-A256-01	16	19493855	19568023	43	0.3815
TCGA-AR-A256-01	16	19570651	26202961	3226	0.0958
TCGA-AR-A256-01	16	26203247	26302226	80	0.0205
TCGA-AR-A256-01	16	26304411	26336459	23	-0.7851
TCGA-AR-A256-01	16	26341761	31841585	2019	0.0869
TCGA-AR-A256-01	16	46470502	52026247	3345	-0.2445
TCGA-AR-A256-01	16	52028305	52028347	2	-2.0697
TCGA-AR-A256-01	16	52030028	53439515	989	-0.2614
TCGA-AR-A256-01	16	53439528	56727061	2498	-0.1865
TCGA-AR-A256-01	16	56727296	63074465	3899	-0.2511
TCGA-AR-A256-01	16	63074628	63449136	179	0.0927
TCGA-AR-A256-01	16	63450273	68390320	2991	-0.2423
TCGA-AR-A256-01	16	68391246	69787224	694	0.3945
TCGA-AR-A256-01	16	69788777	75232709	2707	-0.2422
TCGA-AR-A256-01	16	75240384	75294018	27	-0.76
TCGA-AR-A256-01	16	75301414	78462979	2387	-0.2592
TCGA-AR-A256-01	16	78463296	78682581	294	-0.873
TCGA-AR-A256-01	16	78682964	78706783	25	-3.2094
TCGA-AR-A256-01	16	78714855	79186783	334	-1.005
TCGA-AR-A256-01	16	79188390	80762217	1476	-0.2708
TCGA-AR-A256-01	16	80762497	80858961	95	-0.8033
TCGA-AR-A256-01	16	80860821	89317317	5115	-0.2355
TCGA-AR-A256-01	17	1074619	5023398	1712	-0.3462
TCGA-AR-A256-01	17	5027692	5034608	8	-2.1727
TCGA-AR-A256-01	17	5048839	6190561	704	-0.3568
TCGA-AR-A256-01	17	6229492	6255565	36	-1.0353
TCGA-AR-A256-01	17	6256334	16442740	5352	-0.3667
TCGA-AR-A256-01	17	16443045	17016552	206	-0.3004
TCGA-AR-A256-01	17	17017254	17041025	11	0.3706
TCGA-AR-A256-01	17	17046341	42777096	8737	-0.3226
TCGA-AR-A256-01	17	42786796	42856387	29	0.3278
TCGA-AR-A256-01	17	42880702	47522339	1550	-0.3128
TCGA-AR-A256-01	17	47525646	48240759	384	0.54
TCGA-AR-A256-01	17	48240813	48714711	199	0.0427
TCGA-AR-A256-01	17	48727378	69418894	11525	0.3004
TCGA-AR-A256-01	17	69418906	74848389	3364	0.3584
TCGA-AR-A256-01	17	74848730	75518008	296	0.304
TCGA-AR-A256-01	17	75544514	76013130	174	0.8778
TCGA-AR-A256-01	17	76024659	76295880	102	0.3196
TCGA-AR-A256-01	17	76304178	81421889	2303	0.0057
TCGA-AR-A256-01	17	81457300	82256888	139	0.6832
TCGA-AR-A256-01	17	82257710	82959812	348	-0.0844
TCGA-AR-A256-01	18	326691	12818619	7324	-0.3581
TCGA-AR-A256-01	18	12820901	13260336	262	0.3381
TCGA-AR-A256-01	18	13267455	14661644	625	-0.3586
TCGA-AR-A256-01	18	21109102	51905087	19071	0.0346
TCGA-AR-A256-01	18	51908404	52237792	200	-0.3823
TCGA-AR-A256-01	18	52238646	61341085	5841	0.0124
TCGA-AR-A256-01	18	61341293	62428917	738	0.3234
TCGA-AR-A256-01	18	62430749	79349796	8736	0.0191
TCGA-AR-A256-01	19	283868	4406163	999	-0.3696
TCGA-AR-A256-01	19	4673369	6180545	632	0.5424
TCGA-AR-A256-01	19	6183017	6350328	82	0.2851
TCGA-AR-A256-01	19	6356509	10299117	1739	0.5008
TCGA-AR-A256-01	19	10300132	10940323	265	0.9743
TCGA-AR-A256-01	19	10940676	10993948	23	0.4755
TCGA-AR-A256-01	19	10994305	11058376	41	0.2919
TCGA-AR-A256-01	19	11066732	11268257	82	0.0223
TCGA-AR-A256-01	19	11268731	11273574	5	0.3256
TCGA-AR-A256-01	19	11275549	11903472	278	-0.2101
TCGA-AR-A256-01	19	11911608	12124379	102	-0.0191
TCGA-AR-A256-01	19	12124663	13038911	348	0.2778
TCGA-AR-A256-01	19	13040321	13194710	55	0.7297
TCGA-AR-A256-01	19	13213295	16372788	1629	0.2817
TCGA-AR-A256-01	19	16373569	17057750	309	0.5055
TCGA-AR-A256-01	19	17059126	21623186	1427	0.0036
TCGA-AR-A256-01	19	21632117	23364858	715	0.3132
TCGA-AR-A256-01	19	23365422	23872082	314	-0.0041
TCGA-AR-A256-01	19	27749470	35897140	5557	0.2995
TCGA-AR-A256-01	19	35897241	35965841	21	-0.0993
TCGA-AR-A256-01	19	35967729	37226638	602	0.2593
TCGA-AR-A256-01	19	37229401	37303948	20	-0.2406
TCGA-AR-A256-01	19	37303972	37315248	10	-0.4729
TCGA-AR-A256-01	19	37323023	37618228	141	-0.0372
TCGA-AR-A256-01	19	37618621	38908221	665	0.2838
TCGA-AR-A256-01	19	38911082	39016855	35	-0.0428
TCGA-AR-A256-01	19	39024204	44975009	2524	0.2944
TCGA-AR-A256-01	19	44976780	45066071	37	-0.0077
TCGA-AR-A256-01	19	45066685	45400216	104	0.3316
TCGA-AR-A256-01	19	45407710	45536690	49	0.7328
TCGA-AR-A256-01	19	45539252	54003737	3196	0.2908
TCGA-AR-A256-01	19	54007463	55687738	646	0.0067
TCGA-AR-A256-01	19	55731006	56386173	335	-0.3715
TCGA-AR-A256-01	19	56386955	56609001	167	-0.952
TCGA-AR-A256-01	19	56610825	58071690	776	-0.3773
TCGA-AR-A256-01	19	58076905	58329539	158	-0.991
TCGA-AR-A256-01	19	58332173	58370362	19	-0.649
TCGA-AR-A256-01	20	472817	3011439	1710	0.3049
TCGA-AR-A256-01	20	3013874	3821903	437	1.1357
TCGA-AR-A256-01	20	3822781	5804836	993	0.5571
TCGA-AR-A256-01	20	5806343	7312393	1066	0.3209
TCGA-AR-A256-01	20	7314256	8665967	587	0.5635
TCGA-AR-A256-01	20	8666032	11487693	2261	0.0675
TCGA-AR-A256-01	20	11488444	12414488	597	0.3399
TCGA-AR-A256-01	20	12414689	14711021	1403	0.0306
TCGA-AR-A256-01	20	15182862	15237415	30	-2.3871
TCGA-AR-A256-01	20	15238387	15473220	187	-0.374
TCGA-AR-A256-01	20	15478259	15921654	441	0.0194
TCGA-AR-A256-01	20	15921809	15921985	2	-1.352
TCGA-AR-A256-01	20	15922049	17574475	1499	0.0301
TCGA-AR-A256-01	20	17575455	18168563	418	0.3701
TCGA-AR-A256-01	20	18173585	18532888	281	0.0037
TCGA-AR-A256-01	20	18532961	20432236	1595	0.0575
TCGA-AR-A256-01	20	20434488	25638892	3230	-0.0114
TCGA-AR-A256-01	20	25643955	25649141	5	-0.9544
TCGA-AR-A256-01	20	25653512	31330047	227	-0.0312
TCGA-AR-A256-01	20	31339037	31806714	218	0.2815
TCGA-AR-A256-01	20	31810561	32669016	386	0.498
TCGA-AR-A256-01	20	32669279	33643721	571	0.2846
TCGA-AR-A256-01	20	33645165	33821069	67	0.7654
TCGA-AR-A256-01	20	33822610	33833936	5	0.4607
TCGA-AR-A256-01	20	33837597	33952976	72	0.3512
TCGA-AR-A256-01	20	33953762	34027614	36	0.2023
TCGA-AR-A256-01	20	34040434	34090171	27	-0.0388
TCGA-AR-A256-01	20	34094808	35436412	588	0.3068
TCGA-AR-A256-01	20	35436939	36120857	319	0.7135
TCGA-AR-A256-01	20	36123352	37778384	877	0.2686
TCGA-AR-A256-01	20	37778796	37970964	135	0.4359
TCGA-AR-A256-01	20	37971256	42832220	3322	0.288
TCGA-AR-A256-01	20	42832677	43374068	357	0.5075
TCGA-AR-A256-01	20	43374790	44906460	963	0.2732
TCGA-AR-A256-01	20	44914604	45649864	479	0.7253
TCGA-AR-A256-01	20	45651103	50227811	2846	0.3095
TCGA-AR-A256-01	20	50227828	50286979	27	0.7902
TCGA-AR-A256-01	20	50287577	54459698	2966	0.3019
TCGA-AR-A256-01	20	54466604	54606791	99	0.5392
TCGA-AR-A256-01	20	54608002	56948439	1737	0.2896
TCGA-AR-A256-01	20	56948577	58248081	1010	0.3989
TCGA-AR-A256-01	20	58248727	60890359	2051	0.3161
TCGA-AR-A256-01	20	60890730	60942151	45	-0.1658
TCGA-AR-A256-01	20	60942262	63588502	1317	0.3226
TCGA-AR-A256-01	21	13974127	15285778	873	0.0703
TCGA-AR-A256-01	21	15285923	15332265	46	0.2653
TCGA-AR-A256-01	21	15335083	15569758	182	0.4378
TCGA-AR-A256-01	21	15571745	18268434	1536	0.0659
TCGA-AR-A256-01	21	18268813	19718304	1010	-0.0255
TCGA-AR-A256-01	21	19718446	20152170	242	0.0397
TCGA-AR-A256-01	21	20157021	34145483	9035	-0.2357
TCGA-AR-A256-01	21	34152715	34554213	154	0.2105
TCGA-AR-A256-01	21	34557891	34803153	183	0.3772
TCGA-AR-A256-01	21	34803780	34837803	21	0.2316
TCGA-AR-A256-01	21	34838340	37546306	1761	-0.2033
TCGA-AR-A256-01	21	37548536	37765982	178	0.1875
TCGA-AR-A256-01	21	37767359	39198826	1245	-0.2191
TCGA-AR-A256-01	21	39203387	39554012	192	0.1481
TCGA-AR-A256-01	21	39554726	46262057	3869	-0.2008
TCGA-AR-A256-01	22	16934932	27690898	3791	-0.3547
TCGA-AR-A256-01	22	27691125	27922044	119	0.0036
TCGA-AR-A256-01	22	27937822	29460806	853	-0.3505
TCGA-AR-A256-01	22	29468904	29893636	225	0.8601
TCGA-AR-A256-01	22	29899490	30156824	121	1.1538
TCGA-AR-A256-01	22	30157861	30426808	159	0.3388
TCGA-AR-A256-01	22	30433406	48326767	11269	-0.3653
TCGA-AR-A256-01	22	48327681	48328067	2	-2.6771
TCGA-AR-A256-01	22	48328502	48940621	473	-0.4081
TCGA-AR-A256-01	X	3236359	9035810	1050	0.5709
TCGA-AR-A256-01	X	9038250	9038507	2	-1.0731
TCGA-AR-A256-01	X	9038686	13775969	2901	0.5907
TCGA-AR-A256-01	X	13776573	13840872	34	0.8756
TCGA-AR-A256-01	X	13843556	31167939	8600	0.206
TCGA-AR-A256-01	X	31168190	32027787	598	-1.7745
TCGA-AR-A256-01	X	32027851	36024380	1452	0.1957
TCGA-AR-A256-01	X	36027900	36070362	24	-1.1222
TCGA-AR-A256-01	X	36071277	55335431	8131	0.2157
TCGA-AR-A256-01	X	55335504	64571263	1607	0.1632
TCGA-AR-A256-01	X	64577363	77383579	4659	0.2119
TCGA-AR-A256-01	X	77388999	88131289	4977	0.175
TCGA-AR-A256-01	X	88134687	108629058	8088	0.202
TCGA-AR-A256-01	X	108629558	112293714	1857	-0.3539
TCGA-AR-A256-01	X	112293726	112294695	2	-3.4254
TCGA-AR-A256-01	X	112294698	117801607	2457	-0.3778
TCGA-AR-A256-01	X	117802080	117802196	2	-4.7
TCGA-AR-A256-01	X	117802709	141149110	10627	-0.3817
TCGA-AR-A256-01	X	141150762	141219430	44	-2.1934
TCGA-AR-A256-01	X	141219444	151685980	5558	-0.3956
TCGA-AR-A256-01	X	151686226	151686633	2	-3.924
TCGA-AR-A256-01	X	151691291	155677414	886	-0.3749
TCGA-LL-A5YO-01	1	3302046	5365049	1440	-0.1274
TCGA-LL-A5YO-01	1	5403877	5407019	2	-3.9096
TCGA-LL-A5YO-01	1	5407155	14011833	4313	-0.097
TCGA-LL-A5YO-01	1	14011849	41447314	14569	0.0046
TCGA-LL-A5YO-01	1	41447737	64161900	13904	0.075
TCGA-LL-A5YO-01	1	64164343	73204605	5639	-0.0075
TCGA-LL-A5YO-01	1	73205204	73226560	13	-0.7627
TCGA-LL-A5YO-01	1	73227972	91163098	10989	-0.0039
TCGA-LL-A5YO-01	1	91163114	113976671	13162	-0.0927
TCGA-LL-A5YO-01	1	113980031	119975323	3799	-0.0127
TCGA-LL-A5YO-01	1	119975336	247650984	61373	0.1335
TCGA-LL-A5YO-01	2	480597	35219466	21103	-0.0651
TCGA-LL-A5YO-01	2	35222079	86601159	28938	0.0061
TCGA-LL-A5YO-01	2	86608681	96453220	960	0.1154
TCGA-LL-A5YO-01	2	96454224	161264934	34544	-0.0904
TCGA-LL-A5YO-01	2	161270666	161829481	258	0.1429
TCGA-LL-A5YO-01	2	161830459	162959417	588	-0.0904
TCGA-LL-A5YO-01	2	162959484	178033023	9288	0.0813
TCGA-LL-A5YO-01	2	178037411	186967277	4647	-0.0027
TCGA-LL-A5YO-01	2	186971996	186972251	2	-2.3313
TCGA-LL-A5YO-01	2	186972292	197433703	4959	-0.0097
TCGA-LL-A5YO-01	2	197439417	227616600	18268	-0.0835
TCGA-LL-A5YO-01	2	227616703	228106326	330	-7e-04
TCGA-LL-A5YO-01	2	228106362	232029616	2042	0.0703
TCGA-LL-A5YO-01	2	232030537	236735556	2953	-0.0235
TCGA-LL-A5YO-01	2	236738310	241537572	2797	-0.2124
TCGA-LL-A5YO-01	3	2170634	8421299	3509	-0.1028
TCGA-LL-A5YO-01	3	8421326	24692840	9597	-0.0119
TCGA-LL-A5YO-01	3	24700817	24748235	51	-0.1512
TCGA-LL-A5YO-01	3	24748250	47818580	13823	0.0789
TCGA-LL-A5YO-01	3	47820670	108002094	31714	-0.0942
TCGA-LL-A5YO-01	3	108002138	126461204	10730	-0.002
TCGA-LL-A5YO-01	3	126462228	126464077	3	-2.0103
TCGA-LL-A5YO-01	3	126466665	170945134	23461	-0.0024
TCGA-LL-A5YO-01	3	170947003	197812401	13847	0.0823
TCGA-LL-A5YO-01	4	1059384	45096829	26734	-0.1047
TCGA-LL-A5YO-01	4	45098289	47254969	1035	0.0312
TCGA-LL-A5YO-01	4	47256006	47309961	31	-0.1383
TCGA-LL-A5YO-01	4	47316092	67350373	9553	0.1214
TCGA-LL-A5YO-01	4	67353578	90274634	12850	-0.0167
TCGA-LL-A5YO-01	4	90274640	140023881	27113	-0.0882
TCGA-LL-A5YO-01	4	140023941	141854879	1101	0.0059
TCGA-LL-A5YO-01	4	141855713	148813381	3845	0.0781
TCGA-LL-A5YO-01	4	148813816	148818255	2	-1.8854
TCGA-LL-A5YO-01	4	148821538	160099079	6337	0.0827
TCGA-LL-A5YO-01	4	160100045	183573131	12574	-4e-04
TCGA-LL-A5YO-01	4	183576356	187842528	1909	-0.1121
TCGA-LL-A5YO-01	5	913983	45355445	26007	-0.0083
TCGA-LL-A5YO-01	5	45358493	121209502	38469	-0.121
TCGA-LL-A5YO-01	5	121210797	139070305	10501	-0.0591
TCGA-LL-A5YO-01	5	139070773	148215704	5341	0.096
TCGA-LL-A5YO-01	5	148216622	152196170	2705	0.2269
TCGA-LL-A5YO-01	5	152198575	153743928	1007	0.0649
TCGA-LL-A5YO-01	5	153752746	156318017	1609	0.1651
TCGA-LL-A5YO-01	5	156318895	156318929	2	-2.56
TCGA-LL-A5YO-01	5	156321894	171703209	10193	0.1343
TCGA-LL-A5YO-01	5	171704696	180934240	4884	0.1976
TCGA-LL-A5YO-01	6	1011760	18783680	12522	-0.0147
TCGA-LL-A5YO-01	6	18785953	61611857	21457	0.0681
TCGA-LL-A5YO-01	6	61614036	66669813	2558	-0.0928
TCGA-LL-A5YO-01	6	66669885	142028861	43030	-0.0134
TCGA-LL-A5YO-01	6	142028941	170596889	17151	-0.1057
TCGA-LL-A5YO-01	7	664936	16130033	7867	0.0152
TCGA-LL-A5YO-01	7	16131935	16132634	2	-3.1613
TCGA-LL-A5YO-01	7	16137216	56257105	25394	0.0023
TCGA-LL-A5YO-01	7	56257539	112723296	23664	-0.0256
TCGA-LL-A5YO-01	7	112725894	134202679	11714	0.0733
TCGA-LL-A5YO-01	7	134203651	140030913	3590	-0.0054
TCGA-LL-A5YO-01	7	140032280	140037421	3	-1.9386
TCGA-LL-A5YO-01	7	140053293	158592540	9417	0.0065
TCGA-LL-A5YO-01	8	667625	33342340	19798	-0.1975
TCGA-LL-A5YO-01	8	33344089	36584631	1529	-0.1059
TCGA-LL-A5YO-01	8	36586692	46726164	3732	0.0618
TCGA-LL-A5YO-01	8	46727032	46771719	16	0.4004
TCGA-LL-A5YO-01	8	46772704	48291489	576	0.1525
TCGA-LL-A5YO-01	8	48291815	51742814	1913	0.2997
TCGA-LL-A5YO-01	8	51747363	51747403	2	2.2201
TCGA-LL-A5YO-01	8	51749233	52019332	146	0.2829
TCGA-LL-A5YO-01	8	52032819	60317832	5028	0.3373
TCGA-LL-A5YO-01	8	60320277	61205596	577	0.4786
TCGA-LL-A5YO-01	8	61207760	61207760	2	2.0913
TCGA-LL-A5YO-01	8	61208001	68767423	4239	0.4786
TCGA-LL-A5YO-01	8	68768726	72602281	2417	0.3933
TCGA-LL-A5YO-01	8	72603203	84462400	6669	0.4457
TCGA-LL-A5YO-01	8	84470670	93628068	4918	0.5459
TCGA-LL-A5YO-01	8	93628428	114880744	11721	0.4356
TCGA-LL-A5YO-01	8	114880825	117534437	1640	0.3877
TCGA-LL-A5YO-01	8	117537137	121018981	2458	0.2546
TCGA-LL-A5YO-01	8	121018996	124046476	1954	0.1601
TCGA-LL-A5YO-01	8	124047670	124610291	334	0.3382
TCGA-LL-A5YO-01	8	124610987	139512878	10931	0.1635
TCGA-LL-A5YO-01	8	139512960	144182542	1338	0.2553
TCGA-LL-A5YO-01	9	789794	7057302	3685	0.1052
TCGA-LL-A5YO-01	9	7057701	26190857	12542	0.0034
TCGA-LL-A5YO-01	9	26191239	26191275	2	-2.5253
TCGA-LL-A5YO-01	9	26191313	69234850	7973	-0.0041
