p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	pct.diff
5.02686423119933e-50	0.619364707827842	0.518	0.363	1.22037182940826e-45	Endothelial cell	MRPL33	0.155
4.49384183533387e-48	0.506728996578278	0.611	0.482	1.090969982364e-43	Endothelial cell	GABARAPL2	0.129
1.29811655271361e-41	0.512006109269705	0.517	0.358	3.15143755502284e-37	Endothelial cell	CAPZA2	0.159
1.75011602616744e-38	0.628412667721297	0.71	0.613	4.24875667672669e-34	Endothelial cell	ATP5J	0.097
1.41039981594237e-32	0.504581531486808	0.609	0.495	3.4240276331633e-28	Endothelial cell	HSPA5	0.114
1.74275276895651e-21	0.543871230965639	0.517	0.432	4.23088089719573e-17	Endothelial cell	NDUFA12	0.085
0	2.57691358654896	0.855	0.015	0	B cell	MS4A1	0.84
0	2.30075697600666	0.89	0.096	0	B cell	CD79A	0.794
0	1.71490506076729	0.928	0.398	0	B cell	CD37	0.53
0	1.56783535288539	0.567	0.012	0	B cell	BANK1	0.555
0	1.52507189989498	0.582	0.068	0	B cell	CD79B	0.514
0	1.42691072912109	0.996	0.467	0	B cell	HLA-DRA	0.529
0	1.38380235495048	0.597	0.185	0	B cell	CD83	0.412
0	1.3494172386899	0.888	0.354	0	B cell	HLA-DQB1	0.534
0	1.31654893589889	1	0.771	0	B cell	CD74	0.229
0	1.29127695300112	0.85	0.395	0	B cell	CXCR4	0.455
0	1.21255900855674	0.909	0.359	0	B cell	CD52	0.55
0	1.18888108815686	0.961	0.455	0	B cell	HLA-DPB1	0.506
0	1.18194894636322	0.807	0.293	0	B cell	HLA-DQA1	0.514
0	1.1491040469578	0.532	0.125	0	B cell	FCMR	0.407
0	1.14750500676006	0.516	0.144	0	B cell	POU2F2	0.372
0	1.07579016365021	0.958	0.475	0	B cell	HLA-DPA1	0.483
0	1.06727417537414	0.819	0.502	0	B cell	TXNIP	0.317
0	1.06163311703156	0.512	0.181	0	B cell	NCF1	0.331
0	1.01102612034434	0.951	0.81	0	B cell	BTG1	0.141
0	0.936089541156671	0.868	0.456	0	B cell	LAPTM5	0.412
0	0.817311886305971	0.669	0.229	0	B cell	LTB	0.44
0	0.80312068137797	0.83	0.418	0	B cell	HLA-DRB5	0.412
0	0.797145002566682	0.998	0.954	0	B cell	RPS23	0.044
0	0.778919375577831	0.999	0.97	0	B cell	RPS27	0.029
0	0.751366088021332	0.99	0.956	0	B cell	RPL21	0.034
0	0.735267346144231	0.992	0.937	0	B cell	RPLP2	0.0549999999999999
0	0.722025984684146	0.981	0.919	0	B cell	RPL23A	0.0619999999999999
0	0.698856784934597	0.872	0.47	0	B cell	HLA-DRB1	0.402
0	0.681255754330714	0.996	0.961	0	B cell	RPL34	0.035
0	0.66899566681183	0.998	0.966	0	B cell	RPL32	0.032
0	0.655122959459893	0.992	0.932	0	B cell	RPL9	0.0599999999999999
0	0.654808431914919	0.975	0.896	0	B cell	RPSA	0.079
0	0.631223667209237	1	0.962	0	B cell	RPL19	0.038
0	0.619931618702786	0.996	0.955	0	B cell	RPL39	0.041
0	0.611997829108422	0.999	0.957	0	B cell	RPL11	0.042
0	0.604873386337592	0.993	0.944	0	B cell	FAU	0.049
0	0.572925862795898	1	0.972	0	B cell	RPL13	0.028
0	0.558631703739088	0.99	0.937	0	B cell	RPS25	0.0529999999999999
0	0.536809170591745	0.997	0.963	0	B cell	RPS8	0.034
0	0.53572295033237	0.984	0.93	0	B cell	RPS5	0.0539999999999999
0	0.534090706087603	0.998	0.966	0	B cell	RPS3A	0.032
0	0.532258328401515	0.998	0.972	0	B cell	RPS14	0.026
0	0.506487146490161	0.999	0.968	0	B cell	RPL18A	0.031
0	0.502657793676065	0.998	0.963	0	B cell	RPS6	0.035
4.48799654344884e-299	1.10890503853482	0.627	0.261	1.08955092085307e-294	B cell	CD69	0.366
3.24875227628778e-296	0.77122514350246	0.939	0.848	7.88699590114385e-292	B cell	RPS11	0.091
5.37136924213254e-275	0.848432793830823	0.718	0.412	1.30400731091252e-270	B cell	LIMD2	0.306
2.98240147463887e-259	0.815361890297048	0.659	0.34	7.24037605998079e-255	B cell	HLA-DMA	0.319
7.10642544438936e-254	0.738223815107204	0.85	0.645	1.7252269051344e-249	B cell	TSC22D3	0.205
7.9641895623138e-252	0.729372906026846	0.942	0.851	1.93346630004292e-247	B cell	RPS29	0.091
5.96472068640162e-240	0.847110605451427	0.52	0.219	1.44805524103772e-235	B cell	RHOH	0.301
6.03373255623125e-236	0.545095457421951	0.932	0.855	1.46480925267626e-231	B cell	EEF1B2	0.0770000000000001
3.41912948610504e-221	0.785423520191369	0.579	0.291	8.3006206534172e-217	B cell	CD53	0.288
1.37166097943911e-219	0.622070999278695	0.998	0.979	3.32998135978432e-215	B cell	MALAT1	0.019
1.12036653042229e-218	0.744285600501031	0.93	0.81	2.71991382590619e-214	B cell	RPL26	0.12
2.25744956495785e-218	0.541532992303375	0.936	0.801	5.48041030884817e-214	B cell	HLA-E	0.135
2.84562461966795e-212	0.733639810815317	0.539	0.252	6.90832288916787e-208	B cell	CD48	0.287
2.84442917071936e-197	0.790026007034675	0.906	0.818	6.90542069775538e-193	B cell	RPL27A	0.0880000000000001
7.32538511286431e-187	0.831459761823982	0.951	0.88	1.77838374385007e-182	B cell	RPL13A	0.071
6.93025488601616e-176	0.860213373027343	0.609	0.399	1.68245797867814e-171	B cell	REL	0.21
4.64301664425842e-171	0.511663047005777	0.734	0.421	1.12718515072662e-166	B cell	CORO1A	0.313
8.78383953772405e-166	0.786007059611496	0.563	0.331	2.13245272457327e-161	B cell	STK17A	0.232
3.83510793667836e-141	0.529009312544367	0.68	0.424	9.31049153787405e-137	B cell	RAC2	0.256
3.24307971144089e-136	0.633008566371829	0.709	0.613	7.87322461546504e-132	B cell	GLTSCR2	0.096
5.18637280253179e-136	0.582348826123361	0.884	0.821	1.25909572527064e-131	B cell	RPL31	0.0630000000000001
2.55597422017743e-120	0.691590471555521	0.618	0.454	6.20513861432475e-116	B cell	ISG20	0.164
1.06692400512997e-115	0.572233847364123	0.558	0.356	2.59017140725403e-111	B cell	GPSM3	0.202
1.76941622314539e-112	0.723432614653869	0.763	0.677	4.29561176493007e-108	B cell	RPL23	0.086
2.03317512416795e-103	0.764052785228381	0.745	0.636	4.93593924894254e-99	B cell	RPS20	0.109
7.15398229968507e-88	0.590726182990684	0.547	0.403	1.73677228289455e-83	B cell	STK4	0.144
1.70131783053089e-84	0.5882184135635	0.523	0.393	4.13028929717984e-80	B cell	SP100	0.13
6.54527793500402e-74	0.605972121389933	0.567	0.464	1.58899712428093e-69	B cell	EZR	0.103
2.90044826322214e-63	0.528157696201542	0.58	0.524	7.04141824862439e-59	B cell	PNISR	0.0559999999999999
1.86439705048898e-57	0.535597250500672	0.633	0.583	4.52619671947209e-53	B cell	HERPUD1	0.05
7.41336325289966e-51	0.525512584483461	0.548	0.509	1.79974219690645e-46	B cell	SF1	0.039
1.11085607981068e-36	0.52435236735599	0.685	0.67	2.69682530495639e-32	B cell	RPS17	0.015
0	3.75144303576721	0.693	0.038	0	Fibroblast	DCN	0.655
0	3.54819771346598	0.764	0.073	0	Fibroblast	COL1A1	0.691
0	3.51629204351295	0.502	0.143	0	Fibroblast	APOD	0.359
0	3.50462402756104	0.687	0.028	0	Fibroblast	LUM	0.659
0	3.39746555607391	0.771	0.036	0	Fibroblast	COL3A1	0.735
0	3.37860265823464	0.815	0.052	0	Fibroblast	COL1A2	0.763
0	2.81772047353433	0.6	0.126	0	Fibroblast	ACTA2	0.474
0	2.75379586443372	0.558	0.074	0	Fibroblast	TAGLN	0.484
0	2.67750426541419	0.865	0.106	0	Fibroblast	SPARC	0.759
0	2.66577546810171	0.8	0.151	0	Fibroblast	IGFBP7	0.649
0	2.50973620115044	0.875	0.198	0	Fibroblast	CALD1	0.677
0	2.46763330117476	0.862	0.329	0	Fibroblast	TIMP1	0.533
0	2.3429064032127	0.73	0.084	0	Fibroblast	MYL9	0.646
0	2.32706207242395	0.618	0.046	0	Fibroblast	BGN	0.572
0	2.31900555935015	0.733	0.079	0	Fibroblast	C1S	0.654
0	2.30923403886419	0.751	0.053	0	Fibroblast	COL6A2	0.698
0	2.25718714402059	0.503	0.047	0	Fibroblast	POSTN	0.456
0	2.22229521509596	0.604	0.019	0	Fibroblast	RARRES2	0.585
0	2.15649121854053	0.706	0.065	0	Fibroblast	SERPINF1	0.641
0	2.10141297874797	0.592	0.119	0	Fibroblast	FN1	0.473
0	2.07630548301732	0.683	0.055	0	Fibroblast	COL6A1	0.628
0	2.04053552156776	0.779	0.168	0	Fibroblast	SERPING1	0.611
0	2.0310769450081	0.625	0.028	0	Fibroblast	CTSK	0.597
0	2.01858210051008	0.502	0.139	0	Fibroblast	CYR61	0.363
0	1.99311427172274	0.726	0.149	0	Fibroblast	IGFBP4	0.577
0	1.98797178234486	0.508	0.039	0	Fibroblast	CXCL12	0.469
0	1.9771756939781	0.6	0.027	0	Fibroblast	COL6A3	0.573
0	1.96413581845685	0.62	0.053	0	Fibroblast	C1R	0.567
0	1.94438997060923	0.669	0.035	0	Fibroblast	PCOLCE	0.634
0	1.93736923362843	0.569	0.022	0	Fibroblast	THY1	0.547
0	1.93705608204837	0.722	0.066	0	Fibroblast	SPARCL1	0.656
0	1.87287111895679	0.608	0.099	0	Fibroblast	TIMP3	0.509
0	1.86311559067324	0.673	0.115	0	Fibroblast	TPM2	0.558
0	1.78041989573453	0.535	0.024	0	Fibroblast	CCDC80	0.511
0	1.77730647147391	0.502	0.014	0	Fibroblast	AEBP1	0.488
0	1.67642482597313	0.514	0.039	0	Fibroblast	ISLR	0.475
0	1.66179269435303	0.594	0.039	0	Fibroblast	LHFP	0.555
0	1.65255551902308	0.588	0.101	0	Fibroblast	NNMT	0.487
0	1.64178277445464	0.954	0.494	0	Fibroblast	IFITM3	0.46
0	1.58127083022176	0.513	0.016	0	Fibroblast	COL5A2	0.497
0	1.58070651135161	0.721	0.339	0	Fibroblast	GSN	0.382
0	1.50001235255521	0.654	0.309	0	Fibroblast	EGR1	0.345
0	1.4793158609652	0.916	0.495	0	Fibroblast	LGALS1	0.421
0	1.47771008055979	0.833	0.486	0	Fibroblast	LAPTM4A	0.347
0	1.47065613987543	0.532	0.081	0	Fibroblast	VCAN	0.451
0	1.44491363255586	0.504	0.048	0	Fibroblast	COL4A2	0.456
0	1.43486557383928	0.515	0.08	0	Fibroblast	PRSS23	0.435
0	1.39199706581841	0.682	0.252	0	Fibroblast	LGALS3BP	0.43
0	1.3493365587785	0.519	0.041	0	Fibroblast	FSTL1	0.478
0	1.33700154256777	0.502	0.008	0	Fibroblast	PDGFRB	0.494
0	1.31687849173184	0.898	0.585	0	Fibroblast	CD63	0.313
0	1.2895632020961	0.725	0.335	0	Fibroblast	SELM	0.39
0	1.26119241379326	0.615	0.139	0	Fibroblast	MFGE8	0.476
0	1.24613010971736	0.742	0.464	0	Fibroblast	HSPA1A	0.278
0	1.2431006976804	0.594	0.216	0	Fibroblast	SERPINH1	0.378
0	1.24127556677545	0.503	0.021	0	Fibroblast	PRRX1	0.482
0	1.22806574083129	0.568	0.311	0	Fibroblast	TPM1	0.257
0	1.17351341881367	0.516	0.218	0	Fibroblast	ID3	0.298
0	1.14413174714839	0.63	0.273	0	Fibroblast	MDK	0.357
0	1.13471013186179	0.555	0.117	0	Fibroblast	PTRF	0.438
0	1.12771830930799	0.616	0.204	0	Fibroblast	CNN3	0.412
0	1.04755782958632	0.847	0.732	0	Fibroblast	FOS	0.115
0	1.04361125482129	0.536	0.141	0	Fibroblast	TCF4	0.395
0	1.03997810115081	0.536	0.135	0	Fibroblast	PMP22	0.401
0	0.946909524892963	0.698	0.462	0	Fibroblast	ITGB1	0.236
0	0.944577160069512	0.579	0.288	0	Fibroblast	TSC22D1	0.291
0	0.939493254050555	0.777	0.319	0	Fibroblast	IFI27	0.458
0	0.931579265015104	0.507	0.155	0	Fibroblast	TMEM176B	0.352
0	0.913422915239349	0.872	0.758	0	Fibroblast	UBB	0.114
0	0.882344527515046	0.918	0.742	0	Fibroblast	VIM	0.176
0	0.840280007956996	0.625	0.369	0	Fibroblast	TUBA1A	0.256
0	0.837429119460848	0.522	0.223	0	Fibroblast	MAGED2	0.299
0	0.823324586052202	0.589	0.303	0	Fibroblast	ARID5B	0.286
0	0.743756299889221	0.7	0.42	0	Fibroblast	CD59	0.28
0	0.736182282610192	0.592	0.301	0	Fibroblast	NGFRAP1	0.291
0	0.705871414813166	0.697	0.523	0	Fibroblast	EID1	0.174
0	0.658145615299211	0.529	0.293	0	Fibroblast	LEPROT	0.236
0	0.655318893392897	0.513	0.255	0	Fibroblast	MYADM	0.258
0	0.607257241684367	0.564	0.276	0	Fibroblast	NUPR1	0.288
4.21866320728061e-281	0.669041592083289	0.682	0.461	1.02416486683151e-276	Fibroblast	LMNA	0.221
9.11059924092294e-245	0.769344119576424	0.704	0.479	2.21178017771886e-240	Fibroblast	DSTN	0.225
1.80945738916027e-237	0.905070330774836	0.578	0.369	4.39281970366438e-233	Fibroblast	HSPA1B	0.209
1.48979733879633e-231	0.76060019658649	0.553	0.379	3.61678099939586e-227	Fibroblast	CYB5R3	0.174
3.81781206933761e-229	0.727286356876828	0.684	0.524	9.26850236073091e-225	Fibroblast	SEPT7	0.16
6.20251840107821e-229	0.720887936117143	0.815	0.699	1.50578539222976e-224	Fibroblast	ZFP36L1	0.116
9.06623018274124e-224	0.680260282798778	0.721	0.577	2.20100870146409e-219	Fibroblast	CD99	0.144
1.86537489468117e-220	0.528732287888307	0.733	0.534	4.52857063181747e-216	Fibroblast	HSPB1	0.199
3.78170033240778e-211	1.03966939073275	0.72	0.584	9.18083389698636e-207	Fibroblast	MT2A	0.136
3.04956575172151e-183	0.535828950625085	0.555	0.343	7.40343077545431e-179	Fibroblast	IFI16	0.212
1.15949104035209e-182	0.91667384496048	0.577	0.413	2.81489639866276e-178	Fibroblast	GADD45B	0.164
1.04682742976107e-180	0.798264095589146	0.808	0.743	2.54138295123096e-176	Fibroblast	JUN	0.0650000000000001
6.35602116162855e-174	0.563400341607437	0.651	0.513	1.54305125740856e-169	Fibroblast	ANXA5	0.138
1.69928613237838e-173	0.563259107016391	0.706	0.599	4.12535694357498e-169	Fibroblast	TMEM59	0.107
1.75217354366274e-173	0.574089433980923	0.722	0.606	4.25375171195003e-169	Fibroblast	SKP1	0.116
2.02940599791693e-171	0.503665284388653	0.749	0.657	4.92678894114294e-167	Fibroblast	LY6E	0.092
3.76817393253238e-171	0.592359634340724	0.641	0.487	9.14799585600885e-167	Fibroblast	MGST3	0.154
8.57196270366803e-163	0.589915425351222	0.625	0.466	2.08101538556949e-158	Fibroblast	FOSB	0.159
1.93585185168605e-160	0.550751379681558	0.831	0.742	4.69966754033822e-156	Fibroblast	CALM2	0.089
6.44785036011025e-159	0.6475082189548	0.634	0.493	1.56534463192396e-154	Fibroblast	SEC62	0.141
3.15624806263763e-153	0.54867758103479	0.696	0.589	7.66242342166537e-149	Fibroblast	MORF4L1	0.107
1.16904924830624e-149	0.55447666240041	0.582	0.456	2.83810086011305e-145	Fibroblast	ARF4	0.126
5.66774869856349e-149	0.756276500091536	0.579	0.412	1.37595935155026e-144	Fibroblast	IFI6	0.167
8.1796191802194e-141	0.655238136927103	0.561	0.441	1.98576614838186e-136	Fibroblast	OSTC	0.12
1.23851355355912e-135	0.58192911247796	0.517	0.368	3.00673935397548e-131	Fibroblast	CD151	0.149
2.69244667374316e-128	0.627451172874359	0.63	0.559	6.53645278984627e-124	Fibroblast	TPM4	0.071
1.26492796430147e-116	0.533209124656703	0.507	0.362	3.07086561893467e-112	Fibroblast	ATP6AP2	0.145
2.05233118684124e-105	0.567849747156991	0.642	0.556	4.98244442229449e-101	Fibroblast	DNAJA1	0.086
5.06296722255611e-95	0.518486416017683	0.654	0.578	1.22913655261995e-90	Fibroblast	RPS27L	0.0760000000000001
4.28254471009341e-75	0.520564843600321	0.582	0.489	1.03967337926938e-70	Fibroblast	HSPA5	0.093
9.9987169355123e-62	0.605550188966495	0.521	0.448	2.42738851043432e-57	Fibroblast	PHPT1	0.073
8.5370388875393e-55	0.57005055236327	0.615	0.571	2.07253693072792e-50	Fibroblast	DNAJB1	0.044
0	2.68989912875162	0.705	0.148	0	CD8 T	CCL5	0.557
0	2.2056174688463	0.508	0.071	0	CD8 T	NKG7	0.437
0	1.97739592756935	0.525	0.047	0	CD8 T	GZMA	0.478
0	1.9683829345374	0.532	0.095	0	CD8 T	IL7R	0.437
0	1.79444615949725	0.841	0.119	0	CD8 T	CD3E	0.722
0	1.69384856777525	0.591	0.092	0	CD8 T	CST7	0.499
0	1.66600577144299	0.701	0.104	0	CD8 T	CD7	0.597
0	1.65173617477685	0.927	0.715	0	CD8 T	ZFP36L2	0.212
0	1.58481611852371	0.7	0.148	0	CD8 T	CD69	0.552
0	1.54707871863935	0.73	0.1	0	CD8 T	CD3D	0.63
0	1.47020434573171	0.711	0.104	0	CD8 T	CD2	0.607
0	1.45014390865418	0.787	0.303	0	CD8 T	CXCR4	0.484
0	1.37320792008202	0.734	0.254	0	CD8 T	EVL	0.48
0	1.31786291456893	0.838	0.246	0	CD8 T	CD52	0.592
0	1.28903228326185	0.965	0.771	0	CD8 T	BTG1	0.194
0	1.27417905354709	0.647	0.303	0	CD8 T	DUSP2	0.344
0	1.26906781513387	0.834	0.282	0	CD8 T	IL32	0.552
0	1.25892192135042	0.639	0.105	0	CD8 T	LCK	0.534
0	1.23570250127628	0.722	0.256	0	CD8 T	HCST	0.466
0	1.23409782150178	0.807	0.302	0	CD8 T	PTPRC	0.505
0	1.2330311251891	0.545	0.103	0	CD8 T	TRBC2	0.442
0	1.22555468297958	0.529	0.071	0	CD8 T	CD3G	0.458
0	1.20826980221406	0.831	0.313	0	CD8 T	CORO1A	0.518
0	1.20763190038255	0.909	0.72	0	CD8 T	SARAF	0.189
0	1.19819670688555	0.808	0.322	0	CD8 T	RAC2	0.486
0	1.17162373886064	0.583	0.183	0	CD8 T	ALOX5AP	0.4
0	1.16973386299622	0.675	0.332	0	CD8 T	TNFAIP3	0.343
0	1.16898730932876	0.704	0.225	0	CD8 T	IL2RG	0.479
0	1.15050419282231	0.803	0.411	0	CD8 T	IFITM1	0.392
0	1.129422730321	0.834	0.599	0	CD8 T	TSC22D3	0.235
0	1.1212044321278	0.632	0.21	0	CD8 T	CYTIP	0.422
0	1.09972561144175	0.569	0.151	0	CD8 T	ACAP1	0.418
0	1.06891488963629	0.715	0.262	0	CD8 T	FYB	0.453
0	1.04570751697251	0.642	0.299	0	CD8 T	RGS1	0.343
0	1.00514290915181	0.897	0.55	0	CD8 T	ARHGDIB	0.347
0	0.994430319454879	0.547	0.159	0	CD8 T	LTB	0.388
0	0.986142397215571	0.574	0.271	0	CD8 T	STK17A	0.303
0	0.98257971973829	0.532	0.297	0	CD8 T	LEPROTL1	0.235
0	0.970608448271294	0.663	0.395	0	CD8 T	RARRES3	0.268
0	0.957985513371761	0.61	0.348	0	CD8 T	STK4	0.262
0	0.943802283957845	0.68	0.348	0	CD8 T	LIMD2	0.332
0	0.937944335368868	0.71	0.336	0	CD8 T	LSP1	0.374
0	0.879510354611004	0.784	0.58	0	CD8 T	FXYD5	0.204
0	0.815092077709329	0.587	0.298	0	CD8 T	GPSM3	0.289
0	0.789117455446072	0.98	0.864	0	CD8 T	HLA-B	0.116
0	0.775651001257187	0.664	0.472	0	CD8 T	TXNIP	0.192
0	0.773429728590986	0.927	0.8	0	CD8 T	SH3BGRL3	0.127
0	0.771145853307952	0.602	0.311	0	CD8 T	GMFG	0.291
0	0.758996287329268	0.901	0.479	0	CD8 T	SRGN	0.422
0	0.754542250186533	0.94	0.766	0	CD8 T	HLA-E	0.174
0	0.743162559655686	0.503	0.31	0	CD8 T	SEPT6	0.193
0	0.737757100898041	0.508	0.365	0	CD8 T	ELF1	0.143
0	0.728554050049985	0.73	0.329	0	CD8 T	CD37	0.401
0	0.725934819710073	0.564	0.384	0	CD8 T	ANXA1	0.18
0	0.720754300211988	0.995	0.964	0	CD8 T	RPS27	0.031
0	0.69238798239685	0.94	0.892	0	CD8 T	RPS26	0.0479999999999999
0	0.680128688085167	0.985	0.877	0	CD8 T	HLA-A	0.108
0	0.665933661406017	0.875	0.816	0	CD8 T	JUNB	0.0590000000000001
0	0.658676923325868	0.534	0.344	0	CD8 T	GYPC	0.19
0	0.641356984571579	0.861	0.751	0	CD8 T	MYL12A	0.11
0	0.640750732326332	0.515	0.295	0	CD8 T	HCLS1	0.22
0	0.635033115404854	0.978	0.893	0	CD8 T	HLA-C	0.085
0	0.62986553779093	0.553	0.433	0	CD8 T	CNN2	0.12
0	0.611735264448593	0.99	0.945	0	CD8 T	RPS15A	0.045
0	0.605504764294863	0.994	0.952	0	CD8 T	RPL28	0.042
0	0.603461187569603	0.999	0.956	0	CD8 T	TMSB4X	0.043
0	0.593072241345235	0.993	0.967	0	CD8 T	RPS14	0.026
0	0.591116967206981	0.701	0.54	0	CD8 T	PSMB9	0.161
0	0.585361103915374	0.681	0.462	0	CD8 T	COTL1	0.219
0	0.582192155492449	1	0.993	0	CD8 T	B2M	0.00700000000000001
0	0.571912271497938	0.979	0.927	0	CD8 T	RPS25	0.0519999999999999
0	0.553488439490485	0.622	0.505	0	CD8 T	DDIT4	0.117
0	0.550451439497465	0.538	0.286	0	CD8 T	ITGB2	0.252
0	0.5498113191103	0.923	0.874	0	CD8 T	EEF1D	0.049
0	0.549766761980201	0.699	0.495	0	CD8 T	IFITM2	0.204
0	0.549367418568167	0.986	0.956	0	CD8 T	RPL34	0.03
0	0.547827764632093	0.646	0.573	0	CD8 T	DAZAP2	0.0730000000000001
0	0.535882915029446	0.719	0.673	0	CD8 T	PSME1	0.0459999999999999
0	0.53283359958884	0.898	0.843	0	CD8 T	RPS29	0.055
0	0.527628876343942	0.992	0.959	0	CD8 T	RPL32	0.033
0	0.527481492636479	0.993	0.955	0	CD8 T	RPL19	0.038
0	0.52416212601844	0.995	0.966	0	CD8 T	RPL13	0.029
0	0.511226364849001	0.975	0.921	0	CD8 T	RPL14	0.0539999999999999
0	0.50914216640385	0.983	0.935	0	CD8 T	FAU	0.0479999999999999
5.46974639576246e-291	0.613967910827342	0.552	0.434	1.32789033249925e-286	CD8 T	ISG20	0.118
1.01661556110558e-276	0.508863931241754	0.637	0.612	2.46803759769603e-272	CD8 T	GLTSCR2	0.025
1.07101350358404e-235	0.612803212327245	0.521	0.472	2.60009948265097e-231	CD8 T	ANKRD12	0.049
1.78426309928e-231	0.527253491795405	0.556	0.52	4.33165552612205e-227	CD8 T	JAK1	0.036
5.09451647174002e-195	0.512124076619149	0.522	0.49	1.23679576384432e-190	CD8 T	KMT2E	0.032
0	2.06469585032085	0.613	0.069	0	CD4 T	TNFRSF4	0.544
0	2.06093732758362	0.682	0.018	0	CD4 T	FOXP3	0.664
0	1.9394238053328	0.976	0.387	0	CD4 T	IL32	0.589
0	1.9159873781109	0.887	0.222	0	CD4 T	LTB	0.665
0	1.59187004752215	0.702	0.198	0	CD4 T	BATF	0.504
0	1.58539352893003	0.553	0.068	0	CD4 T	TNFRSF18	0.485
0	1.46482693896593	0.678	0.1	0	CD4 T	TIGIT	0.578
0	1.46476024221408	0.726	0.233	0	CD4 T	TNFRSF1B	0.493
0	1.3753311234919	0.756	0.194	0	CD4 T	CD27	0.562
0	1.35328116286225	0.724	0.16	0	CD4 T	SPOCK2	0.564
0	1.30568625617862	0.714	0.286	0	CD4 T	DUSP4	0.428
0	1.26946501993639	0.834	0.316	0	CD4 T	IL2RG	0.518
0	1.26005514219179	0.591	0.158	0	CD4 T	PIM2	0.433
0	1.25905279286477	0.83	0.221	0	CD4 T	CD2	0.609
0	1.25860224287891	0.779	0.221	0	CD4 T	CD7	0.558
0	1.22013875417494	0.572	0.121	0	CD4 T	SH2D2A	0.451
0	1.16549867555882	0.954	0.564	0	CD4 T	S100A4	0.39
0	1.15950595588299	0.85	0.222	0	CD4 T	CD3D	0.628
0	1.15426495627424	0.896	0.262	0	CD4 T	CD3E	0.634
0	1.15248903836591	0.62	0.242	0	CD4 T	CARD16	0.378
0	1.10937015397079	0.768	0.207	0	CD4 T	LCK	0.561
0	1.07167963990652	0.883	0.416	0	CD4 T	RAC2	0.467
0	1.06930840643464	0.571	0.166	0	CD4 T	GBP5	0.405
0	1.03538564115587	0.824	0.36	0	CD4 T	RGS1	0.464
0	1.01328951331594	0.627	0.163	0	CD4 T	LAT	0.464
0	1.00492308226296	0.628	0.162	0	CD4 T	TRAC	0.466
0	1.00454866724873	0.522	0.129	0	CD4 T	CXCR3	0.393
0	0.985464713066134	0.521	0.128	0	CD4 T	FCMR	0.393
0	0.984829213288462	0.936	0.619	0	CD4 T	ARHGDIB	0.317
0	0.981408237828677	0.574	0.145	0	CD4 T	SKAP1	0.429
0	0.933763531462746	0.854	0.417	0	CD4 T	CORO1A	0.437
0	0.914856857509851	0.628	0.189	0	CD4 T	TRBC2	0.439
0	0.900875004191634	0.986	0.899	0	CD4 T	HLA-A	0.087
0	0.878743891397404	0.972	0.81	0	CD4 T	BTG1	0.162
0	0.876667035326192	0.697	0.292	0	CD4 T	CYTIP	0.405
0	0.859460382922414	0.827	0.403	0	CD4 T	PTPRC	0.424
0	0.840889685389571	0.526	0.135	0	CD4 T	CD247	0.391
0	0.827854907583418	0.876	0.617	0	CD4 T	FXYD5	0.259
0	0.82446877929441	0.591	0.161	0	CD4 T	CD3G	0.43
0	0.713131000119537	0.84	0.365	0	CD4 T	CD52	0.475
0	0.645819768022776	0.971	0.901	0	CD4 T	RPS26	0.07
0	0.643386912510055	1	0.994	0	CD4 T	B2M	0.00600000000000001
1.25561514033963e-301	0.825704890890539	0.788	0.408	3.04825687620253e-297	CD4 T	LSP1	0.38
3.44614570342486e-298	0.783649552784362	0.588	0.217	8.36620792420453e-294	CD4 T	RHOH	0.371
6.06788537560541e-288	0.680899870925984	0.98	0.887	1.47310053263573e-283	CD4 T	HLA-B	0.093
1.864646960171e-286	0.903374185919104	0.749	0.412	4.52680342520715e-282	CD4 T	LIMD2	0.337
1.75393530940489e-281	1.03878682625241	0.51	0.196	4.25802875064224e-277	CD4 T	PMAIP1	0.314
2.92756288713225e-280	0.69802680207116	0.57	0.193	7.10724442109097e-276	CD4 T	CST7	0.377
3.87325734902972e-277	0.795750232239352	0.547	0.205	9.40310686623944e-273	CD4 T	TRAF3IP3	0.342
3.87538854140171e-274	0.649964034975178	0.951	0.801	9.40828076196093e-270	CD4 T	HLA-E	0.15
5.91842258007366e-258	0.588032702493976	0.987	0.91	1.43681544976448e-253	CD4 T	HLA-C	0.077
1.41064866085194e-254	0.769076123654878	0.561	0.222	3.42463175395026e-250	CD4 T	LBH	0.339
1.47477374418034e-250	0.657628926519535	0.909	0.758	3.58030821874662e-246	CD4 T	SARAF	0.151
3.41975979872534e-250	0.595296019695313	0.979	0.895	8.3021508633655e-246	CD4 T	PFN1	0.084
8.90041429804806e-248	0.79619057304035	0.513	0.198	2.16075357913713e-243	CD4 T	DOK2	0.315
7.54079191705026e-245	0.856382822793468	0.65	0.342	1.83067805370229e-240	CD4 T	SEPT6	0.308
2.88571775091079e-240	0.906442351109032	0.585	0.264	7.00565698388612e-236	CD4 T	BIRC3	0.321
4.97382971925201e-237	0.835251040710089	0.603	0.293	1.20749664094281e-232	CD4 T	STK17B	0.31
9.45530118774566e-234	0.733096231421719	0.691	0.365	2.29546346934901e-229	CD4 T	GMFG	0.326
3.38908794015281e-233	0.695079067021795	0.574	0.235	8.22768879230898e-229	CD4 T	ACAP1	0.339
2.23616264100833e-225	0.897304493498936	0.712	0.438	5.42873204357591e-221	CD4 T	UCP2	0.274
