logFC	AveExpr	t	P.Value	adj.P.Val	B
ABCE1	0.249336246891127	5.66866860175013	1.86142727422221	0.0653049515510859	0.234151979167357	-4.79990913522329
WDR92	0.12355474445159	1.45994644417034	1.86081687582879	0.0653918908285644	0.23441983539123	-4.80099457994948
ASMTL	-0.258730321421253	4.43228026402456	-1.86021899817296	0.0654771405144968	0.234626587762312	-4.80205743565843
XRCC2	0.303792647588471	3.18365728343699	1.86020059369366	0.0654797662298322	0.234626587762312	-4.80209014847968
NMI	-0.253705302429587	5.05275388446707	-1.860071806541	0.0654981423929322	0.234626587762312	-4.80231905116046
SESN3	-0.362700736221666	4.02956985984323	-1.86006898628087	0.0654985448536406	0.234626587762312	-4.80232406364542
NCOA4	-0.26637686269982	7.13257408243854	-1.85965042450788	0.0655582979557146	0.234796737781205	-4.80306789982651
SLC35D3	-0.0889846655730237	0.142855017355875	-1.85936904333216	0.0655984930052842	0.234896790221314	-4.80356786074653
GPR20	-0.150956220841991	0.39708363668198	-1.85844852232532	0.0657301324915827	0.235282811379326	-4.80520295558225
YTHDC2	-0.22582958587707	3.18496264006335	-1.85844348277257	0.065730853781824	0.235282811379326	-4.80521190510197
SRRD	-0.207482473391499	3.74540742091825	-1.85789051634259	0.0658100377437548	0.235522251252911	-4.80619375542587
CASZ1	-0.278104499905099	2.72587203488705	-1.85721468928222	0.0659069233480265	0.235824940853695	-4.80739338527889
CMTR1	-0.252445510712094	5.28541938345622	-1.85646638648583	0.0660143379189748	0.236165184627609	-4.80872118546581
SIN3B	-0.197264407340597	4.45103150482154	-1.85613814920761	0.0660615006042104	0.236289791502198	-4.80930345630567
SLC25A1	-0.214619372537729	6.80773819737932	-1.85576355671477	0.0661153582011112	0.236438293858061	-4.80996784006303
CYP2W1	0.22582525753164	0.242673356255032	1.85529163790036	0.066183261222133	0.236568324273201	-4.81080466424784
ABCD2	-0.19673911454717	0.846573317548275	-1.85528246001282	0.0661845823786123	0.236568324273201	-4.81082093684205
BPIFB2	-0.528732683176095	0.631634186850686	-1.85525345559987	0.0661887577072507	0.236568324273201	-4.81087236180011
GPR89B	0.184360109662074	2.04363225654097	1.85509727276936	0.0662112447787708	0.236604561955619	-4.81114926170266
SPATA1	-0.090454224914422	0.532003279398192	-1.85483202904984	0.0662494489598495	0.236651895553159	-4.81161946784947
SMDT1	-0.198698294448575	5.66032711829911	-1.8547877274004	0.0662558317082213	0.236651895553159	-4.81169799666771
ANKRD24	-0.126955325908027	0.586619093027272	-1.85474809133939	0.06626154269833	0.236651895553159	-4.81176825380117
SIRT6	-0.231710255719539	4.19239634971394	-1.85420878429044	0.0663392899881179	0.236885414733941	-4.81272406559109
PLEKHG1	-0.345377519576752	4.09534245866707	-1.8539485160897	0.0663768378675102	0.236975328932246	-4.81318524453406
RASL11B	-0.420583722130917	2.66860290866106	-1.853602176429	0.0664268304515324	0.237050254268184	-4.81379884243574
LGALS7	-0.601017249859283	1.45628957868761	-1.85354602264219	0.0664349389603959	0.237050254268184	-4.81389831799977
LGALS7B	-0.601017249859283	1.45628957868761	-1.85354602264219	0.0664349389603959	0.237050254268184	-4.81389831799977
TUBGCP6	-0.238198516215669	3.88438440658107	-1.85282455238655	0.0665391915280895	0.237378039260794	-4.81517613962093
TRMT44	-0.162026118782238	2.52046423943261	-1.85260578289117	0.066570830722652	0.237438678549189	-4.81556351774167
SLC17A9	-0.405015488863789	2.36484490148215	-1.85245240736314	0.0665930199040923	0.237438678549189	-4.81583507625905
FOXI2	-0.161408690969109	0.287633577342606	-1.85245002530903	0.0665933645698733	0.237438678549189	-4.81583929363032
SERPINB4	-0.547509610157584	0.885244601065428	-1.8515685213884	0.0667210139905186	0.237849553315782	-4.81739962607619
MCHR1	-0.211815184633444	0.71453457521974	-1.85081848822073	0.0668297860259315	0.238192992939523	-4.81872669553061
FAM98A	0.182148224440973	5.48534401679404	1.85056468872493	0.066866626270986	0.238279975075016	-4.81917564072475
SPANXB1	-0.348931497912229	0.408624778685269	-1.85040830447547	0.0668893346500323	0.238316575163494	-4.81945223957728
CEP55	0.372726604081858	5.37027836499411	1.8501915703808	0.0669208169995484	0.238379869607942	-4.81983554368397
SDR39U1	-0.221627729491339	2.79963612995367	-1.85007685011034	0.0669374860336165	0.238379869607942	-4.8200384146323
APOL5	-0.0804917045220855	0.139177190418766	-1.85000227618022	0.0669483235995992	0.238379869607942	-4.82017028458773
FCGBP	-0.583529959459079	2.74282226556834	-1.8499435208998	0.0669568633281115	0.238379869607942	-4.82027417872268
WDR35	0.310328034541741	3.35674814424016	1.84964520006865	0.0670002364988942	0.238489974281128	-4.82080163727275
FIBCD1	-0.383040978012694	0.873571589004247	-1.84951604110448	0.0670190223225242	0.238512534680885	-4.82102997736369
CMC2	0.16313438872439	2.95840058185459	1.84925276082915	0.0670573293379219	0.238604547343346	-4.82149538409286
PTGES	-0.430574280905391	5.2500758214458	-1.84903866724447	0.0670884932035863	0.238653473587972	-4.82187379647015
HSD17B3	-0.209117759593862	0.491290552280178	-1.84898717793347	0.0670959898866658	0.238653473587972	-4.82196479816101
PIGV	-0.199405893298521	3.8792816227139	-1.8487279757415	0.0671337395315575	0.238743426719408	-4.82242287335511
PTH2R	0.522078447507958	1.45232609940187	1.84835254369315	0.0671884480532129	0.23889364504502	-4.8230862488449
GLB1L	-0.333558689129785	3.72788801526576	-1.84822466155614	0.0672070917189069	0.238915600079031	-4.82331218327491
OR2L13	-0.0832454739698197	0.0975464548769083	-1.84780039200979	0.0672689759845915	0.239091235177288	-4.82406165188343
UCK1	-0.18959883564713	5.13536934088562	-1.84743382041157	0.0673224826493215	0.239237034503644	-4.82470906738163
CDSN	-0.180616819500232	0.24704889220361	-1.84721667747112	0.0673541946801131	0.239277540803663	-4.82509251455227
PDE8A	-0.235933478896337	3.47583442673235	-1.8471643585272	0.0673618373154295	0.239277540803663	-4.82518489690817
SPAG4	-0.315799390986942	2.80461662703365	-1.8470262836027	0.067382010467157	0.239277540803663	-4.82542869137837
BOLA2B	-0.175719897343493	0.971221885510465	-1.84701381597134	0.0673838322726665	0.239277540803663	-4.82545070423278
ZNF804A	-0.196284477330968	0.480307940851899	-1.84691878182264	0.0673977202808201	0.239282512192106	-4.82561849197232
CHMP6	-0.284044360306077	4.9702489829363	-1.84682199687863	0.0674118665982917	0.23928839864577	-4.82578936249553
KIF18A	0.317490259656686	3.42117482861861	1.84660681958529	0.0674433262950161	0.239309483458596	-4.82616922053659
LPCAT2	-0.338401214907065	3.47915645163596	-1.846584935102	0.0674465265712235	0.239309483458596	-4.82620785145123
FCGR3A	-0.419200845599211	6.22770004861732	-1.84652511651425	0.0674552747852343	0.239309483458596	-4.82631344218858
SLC19A2	0.30598740321433	4.32797792749992	1.84619270759416	0.0675039054156801	0.239406317935017	-4.82690014612017
AIF1L	0.501346474456981	5.83440542453187	1.84608288793869	0.0675199781918563	0.239406317935017	-4.8270939567252
BCO2	-0.101630535162633	0.508405427973205	-1.84608237450286	0.0675200533438147	0.239406317935017	-4.82709486281543
WDPCP	0.156647579344531	1.50103969326815	1.84582011675303	0.0675584493097312	0.239498140096903	-4.82755765344387
SGO2	0.294335584030272	3.45964459253735	1.84546365293984	0.0676106667449883	0.239628962167924	-4.82818658485097
MYOZ1	-0.539577325308312	1.93531698224854	-1.84539747825828	0.0676203642003008	0.239628962167924	-4.82830332842108
IL13	-0.0522947668277969	0.106866118168853	-1.84509205278527	0.0676651372819652	0.239743286882347	-4.82884210074512
RASA4	-0.0915610729632294	0.377712465426771	-1.84473912442949	0.0677169047071847	0.239877783580603	-4.82946456407643
DENND5B	-0.300862296837056	1.85021972706896	-1.8446625856122	0.0677281357534087	0.239877783580603	-4.82959954160339
VPS37C	-0.219966614400329	5.06026919520247	-1.84430025290432	0.0677813243024623	0.24002179910543	-4.83023845017196
NEDD4L	0.273716388305401	3.33716606472433	1.84396441275965	0.0678306549712072	0.240138779176009	-4.83083053855197
NPY4R	0.0800055972336823	0.169538929096721	1.8439047320781	0.0678394244392119	0.240138779176009	-4.83093574538258
PRSS22	-0.461438638205979	3.87213281525334	-1.84360045241741	0.0678841499280424	0.240190590290246	-4.83147208861864
MPP4	-0.0270878962916819	0.114072805178179	-1.84352017941315	0.067895953200717	0.240190590290246	-4.83161356920119
SLC30A1	-0.315819696280198	4.79946060915803	-1.84351939158808	0.0678960690503053	0.240190590290246	-4.83161495770844
IRF1	-0.427711147141111	4.78783341233699	-1.84346408232795	0.0679042026826504	0.240190590290246	-4.83171243646696
NDUFAF1	-0.161226340187478	4.49901095301971	-1.8430041956246	0.0679718638505475	0.240359870131502	-4.83252284864988
CCNJ	0.268245527680495	3.76301291631957	1.84290902257687	0.067985873270047	0.240359870131502	-4.83269053882956
CLDN19	-0.180076301893035	0.285880772257164	-1.84288308012458	0.0679896924018967	0.240359870131502	-4.83273624672957
NUDT5	0.245425680224005	5.90899919844959	1.84267525373557	0.0680202941279993	0.240393270619352	-4.83310239336463
FAM110C	-0.463600385336662	2.43389672188038	-1.84264851461213	0.0680242322059458	0.240393270619352	-4.83314949929057
ASGR1	-0.164160332857627	1.07344969357651	-1.8422707349299	0.0680798910570264	0.240545600690334	-4.8338149596244
DNM3	-0.322332475063988	1.4292443938087	-1.84204125135821	0.0681137197435373	0.240591192690938	-4.8342191331939
GP2	-0.378065985404774	0.472607265212562	-1.84201285135406	0.068117907225528	0.240591192690938	-4.83426914886991
BCAS2	0.269035161649398	6.72309107816261	1.84166304536097	0.0681695025009562	0.240729052233841	-4.83488513804616
PIP4P1	-0.195515673192281	4.46238678613428	-1.84108207275784	0.0682552660722901	0.240987498288401	-4.83590795599389
TENT2	-0.198930529935058	4.38488930027244	-1.84089449365463	0.0682829758190923	0.241040917404132	-4.83623812929403
HSD17B8	-0.363516638219638	4.11434224444433	-1.8403128489206	0.0683689577175283	0.241299981364074	-4.83726172866172
ANO10	-0.206004189475315	4.67021598410755	-1.84000737254694	0.0684141510157511	0.241415017976576	-4.83779919522572
ARID5A	-0.366032160174103	5.13986261918971	-1.83966180306495	0.0684653058336941	0.241551044941891	-4.83840710200733
DMXL1	-0.261369854759617	2.811445690751	-1.83947442299177	0.0684930571169059	0.241596444949994	-4.83873668582576
LGALS9B	-0.0676075842704916	0.135520208891736	-1.83940465981736	0.0685033915460214	0.241596444949994	-4.83885938458688
ZDHHC7	-0.220622015631481	5.65762330088658	-1.8392991899116	0.0685190178893266	0.241607085347329	-4.83904487567826
STRN4	-0.171805665474107	5.3100199318088	-1.83895705841324	0.0685697282783625	0.241675271806511	-4.83964651731401
MAK16	0.244483915618628	4.15632344112091	1.83893752165163	0.0685726249409083	0.241675271806511	-4.83968086972782
PPP1CA	-0.21303033503661	7.64822545041271	-1.83891345095397	0.0685761939779761	0.241675271806511	-4.83972319390453
CCDC3	-0.378859769843376	4.00388081604395	-1.83878957628789	0.0685945637063708	0.24169238186429	-4.8399409979367
SOWAHB	-0.335324552037658	1.75755190250634	-1.83871060617552	0.0686062765492341	0.24169238186429	-4.84007984083061
IGFL3	-0.454088333264254	1.01937464158218	-1.83836937079109	0.0686569077158203	0.241806107498359	-4.84067972625387
TNFRSF21	-0.379493347535319	6.31662366787992	-1.83832294992783	0.0686637978653813	0.241806107498359	-4.8407613251756
FKRP	-0.19063754289891	3.3162443029678	-1.83784152645074	0.068735288485533	0.242012325577494	-4.84160746055784
ZFAND2B	-0.215449780173662	4.57073771483253	-1.8377585478504	0.0687476169363967	0.242012325577494	-4.8417532801937
COASY	-0.234309497854644	5.47216623724806	-1.83767159322693	0.0687605380962644	0.242013348725665	-4.84190608031785
TFPI2	-0.531344114138147	2.07575516874517	-1.8375676378191	0.0687759881687128	0.242023270762297	-4.84208874597658
GPR88	-0.24444631916715	0.390704795309461	-1.83706758963143	0.0688503467915012	0.242240450766058	-4.84296727188511
CMBL	-0.50071083819514	3.6409040879587	-1.83684338452254	0.0688837084748541	0.242313335429903	-4.84336110092841
ABHD6	-0.243034776573239	2.53768886351854	-1.83674747657851	0.0688979836711429	0.242319064816955	-4.84352955489426
HECW1	-0.113222491699469	0.276194866246327	-1.83661449663016	0.0689177808396872	0.242344209702559	-4.84376310893096
FOXC1	0.538750103286297	5.85835391059684	1.83643296610445	0.0689448135405301	0.2423947838991	-4.84408190717671
SERPINB3	-0.546464342295739	0.817612610840987	-1.83595812713036	0.0690155661551082	0.242599020931577	-4.84491566446568
RUNX1	-0.271847004967716	4.92196604422227	-1.83552707023058	0.0690798474289143	0.242780439579132	-4.8456723704176
LUZP2	-0.1427659353913	0.221529252773388	-1.835363040226	0.0691043214591242	0.242810790273789	-4.84596027571533
TOMM20L	-0.121522780082972	0.77203512414968	-1.83529934131837	0.0691138275744087	0.242810790273789	-4.84607207345196
BMP6	-0.517384186986955	2.55922712820785	-1.83509957185813	0.0691436472581689	0.242871022019024	-4.84642266449149
PEMT	-0.261603078589118	5.21401990379511	-1.83498871714441	0.0691601992149029	0.242884636575651	-4.84661719661202
RAPGEF2	-0.271290832594921	3.28418480151173	-1.83489686907865	0.0691739157464074	0.242888290199178	-4.8467783667645
PHRF1	-0.238519032595608	4.81892382025832	-1.83455817340378	0.0692245159156146	0.24297275136716	-4.84737262655059
CGB7	-0.0846451622693269	0.157992235190199	-1.83454743432205	0.0692261208076331	0.24297275136716	-4.84739146716016
CFHR3	-0.132378305348002	0.276074655987524	-1.83448125352111	0.0692360118190437	0.24297275136716	-4.84750757225035
UNC80	0.187141100659979	0.266509507166716	1.8342661583316	0.0692681668648013	0.243019596829099	-4.84788489990095
C18orf21	0.203850178648001	4.8008150894678	1.83422228788905	0.0692747266781764	0.243019596829099	-4.84796185388741
CTBP1	-0.189570746684854	5.43918144841458	-1.83397334229976	0.0693119605451022	0.243087354435784	-4.84839850135505
MESD	-0.188688209034287	4.96247787697366	-1.83392351735176	0.0693194146775808	0.243087354435784	-4.84848588700094
BEAN1	-0.194206727547482	0.764027989541323	-1.8337153155623	0.0693505702231411	0.243152109065985	-4.84885101822643
TET1	0.327772169952341	1.76065336503881	1.83333579293207	0.0694073923926967	0.243306814057164	-4.84951650089013
NOL11	0.268841849566644	5.60318804775246	1.83273173819103	0.0694979114420433	0.243543191450692	-4.85057542737552
FMO4	-0.30496113064179	2.97212713187536	-1.83265592202503	0.0695092796117327	0.243543191450692	-4.85070831226082
RMND5A	0.258399628832488	5.39881390359304	1.83261126364999	0.0695159765856782	0.243543191450692	-4.8507865836893
DDRGK1	-0.254305650539427	6.38553693762934	-1.83246215464892	0.0695383408741958	0.243543191450692	-4.85104790968398
APOD	-0.917884672680892	6.2690275846346	-1.83246192817882	0.0695383748461319	0.243543191450692	-4.85104830657656
CSNK1G1	-0.232752622726989	3.4761764317963	-1.83214474344326	0.0695859681039573	0.243633588790804	-4.85160413277665
RAB6C	-0.123183177616883	0.25966075520974	-1.83212043978137	0.0695896159622186	0.243633588790804	-4.85164671814312
E2F3	0.329289281741835	5.12177733824434	1.83108468261553	0.0697452258894735	0.244133772975558	-4.85346109895046
ARF6	-0.232508998852257	7.11857094684742	-1.83018654601542	0.0698803942405888	0.24456223452857	-4.85503362265249
ADGRG1	-0.421993251641785	6.15666556780274	-1.82987054067578	0.0699280044122303	0.244684165913576	-4.85558673549942
PEX5	0.273787845980013	5.02342692081136	1.82952367705666	0.0699802948295841	0.244801019782951	-4.856193757019
PPP6R2	-0.217630789959426	5.06957168135114	-1.8294252940418	0.0699951321943128	0.244801019782951	-4.85636591047967
WHRN	-0.31166445188199	3.26487195303447	-1.82939482415534	0.0699997279573503	0.244801019782951	-4.85641922580705
RPGR	-0.188013268580792	2.0160056546572	-1.82930183983566	0.0700137543035603	0.244805391644255	-4.85658192192051
FGFR3	-0.605589024622287	2.62266147617148	-1.8290071532842	0.0700582221415181	0.244916182166325	-4.85709748818216
SLC27A5	0.222684379589969	1.72578141832202	1.82863809014444	0.0701139464424264	0.245066276501885	-4.85774306915043
EDN1	-0.501498372450087	4.46289758840766	-1.82853561129452	0.0701294261103026	0.245075676399691	-4.85792230778204
THAP12	0.247634442501802	4.65128776505728	1.82844359090703	0.0701433284249282	0.245079561624736	-4.85808324619234
CTSW	-0.473453867719182	3.25892772763057	-1.82755666186216	0.0702774419925596	0.245503384871364	-4.8596340438947
GTF3C2	0.202921883780959	5.59600217287926	1.82730214006779	0.070315967876992	0.245593193673176	-4.86007894519374
HBD	-0.0717424395338268	0.117284385956314	-1.82692240406328	0.070373479547752	0.245749269475939	-4.86074261118981
RABGGTA	-0.176301411238085	4.53393276172253	-1.82660846248228	0.0704210560667632	0.245829438451312	-4.86129119004628
VPS13D	-0.274043863524272	3.65364605692079	-1.82660160014361	0.0704220963237436	0.245829438451312	-4.86130318024813
FFAR4	-0.185461538412842	0.936556868050541	-1.82632909619913	0.0704634153280463	0.245928870874443	-4.86177927773966
TMSB15A	0.686971113521194	4.60208973910118	1.82623077089291	0.0704783290640078	0.245936125149418	-4.86195104758625
UNKL	-0.205767493805133	2.59059486861003	-1.8257798557283	0.070546756360343	0.246096648744955	-4.86273866446716
CCSAP	0.283664953272259	4.06294461260875	1.82575837273897	0.0705500178255851	0.246096648744955	-4.86277618439811
DLK1	-0.585614122294549	0.626265737243158	-1.82497393863975	0.0706691934814544	0.246467494775782	-4.86414591004793
TIMM17A	0.222137042548588	6.22089194002028	1.82478054032413	0.070698601343643	0.246525186596095	-4.86448352397229
LTA	-0.350446973804809	1.78277197810772	-1.82460320482707	0.0707255756557957	0.246574373206096	-4.8647930675725
TEX29	-0.210304902757705	1.08587809829941	-1.82424032343554	0.0707807998155145	0.246722012964358	-4.86542639800365
PLBD2	-0.188204789695345	5.87959905989441	-1.8239019913978	0.0708323202727589	0.246856691296168	-4.86601677610998
NANS	-0.225903817120184	5.16420516544092	-1.823472510072	0.0708977656284442	0.247013743159923	-4.86676605826007
POU5F1B	0.293290777690074	0.727920122393319	1.8233635809469	0.0709143724858907	0.247013743159923	-4.86695607190434
GPR17	-0.240152646724509	0.58054940847932	-1.82335252164467	0.0709160587194164	0.247013743159923	-4.86697536291815
CCDC74A	-0.402927678391472	2.52415050158741	-1.82326368170753	0.0709296055279361	0.247016025358194	-4.86713032461838
LYSMD3	-0.239940224109505	3.88064700056188	-1.82284660938165	0.0709932317864326	0.247192679313072	-4.8678577204411
KCNK3	-0.386773825703361	1.11641079980772	-1.82274369754652	0.0710089387419854	0.247202448262206	-4.86803717994539
HYLS1	0.271082451234283	3.75611512909787	1.82248300856341	0.0710487394123502	0.24725186051192	-4.86849173140406
KIF13B	-0.312687514250519	3.12877453849518	-1.82239795203653	0.0710617294206629	0.24725186051192	-4.86864002734266
NRL	-0.141564630410998	1.18486803666584	-1.82239720083679	0.0710618441542269	0.24725186051192	-4.86864133702937
CHRM4	-0.197612726781281	0.457588849800955	-1.82222712546175	0.0710878243688862	0.247297349806142	-4.86893784356603
SPATA2	-0.185642561350287	4.03780933844191	-1.82206908062856	0.0711119739066721	0.24733645525971	-4.8692133529152
KIF13A	-0.309973439929928	4.05317694846684	-1.82185443830519	0.0711447825575274	0.247405658545333	-4.86958748900265
FHOD3	-0.366653317877902	2.19359666159943	-1.82160750209618	0.0711825429693219	0.247492053317942	-4.87001786420616
CNP	-0.228936615030052	5.74147980630718	-1.82141124539189	0.0712125655646201	0.247551518284413	-4.87035987297915
DEFA4	-0.0703967282592671	0.0694128112782692	-1.82098433333727	0.0712779092564259	0.247702198617703	-4.87110371591181
SHMT2	0.218201319697454	6.33423526651753	1.82095914445796	0.0712817662532233	0.247702198617703	-4.87114759937896
GALNT13	0.516570457051398	1.75134316424277	1.82084124555056	0.0712998215926071	0.247720014784396	-4.87135299245955
TRIO	-0.324688112307268	4.14699289615186	-1.82062510559635	0.0713329316821594	0.24779012037017	-4.87172949992399
RHOD	-0.288232621808561	5.77279848608579	-1.82054051007772	0.0713458941939988	0.247790226327934	-4.87187685060077
KLHL28	-0.248051609559612	2.55338240951069	-1.82033236082082	0.0713777970879829	0.247856101849011	-4.87223938296079
HPRT1	0.243326766838266	6.64104933019819	1.82023139021312	0.0713932770512033	0.247864935962694	-4.87241522883292
NEK2	0.37605054482635	5.19277005098683	1.81973136620557	0.0714699776214786	0.248086275580643	-4.87328591286481
WDR20	-0.177077285109207	3.2827003458688	-1.81949631665042	0.0715060563991482	0.248161594289772	-4.87369512320572
TPX2	0.371405473098362	6.91489116437998	1.81942127139871	0.0715175786059245	0.248161594289772	-4.87382576301941
PHKG2	-0.157718178042457	3.74994098629427	-1.81931727584954	0.0715335482971022	0.248172065710805	-4.87400679152792
LRRC8B	0.304725161553416	4.35547914689676	1.81892141480753	0.0715943643242309	0.248338091024002	-4.8746957908989
DPPA4	-0.0487841344578561	0.102250400329275	-1.8184086463469	0.0716732046279213	0.248566565407348	-4.87558805878072
NXN	-0.347315167191261	4.91773858070102	-1.81822944421284	0.0717007747019557	0.248573228534338	-4.87589983239276
CDC42EP3	-0.343034103164972	3.93905546390528	-1.81822751432221	0.0717010716616714	0.248573228534338	-4.87590318983471
LANCL3	-0.151054180690427	0.506128806124283	-1.81792548660415	0.0717475584188366	0.248689393426796	-4.87642858786931
DNAJB12	-0.186133632796918	5.01148093396255	-1.81740719037022	0.0718273905751092	0.24889165030403	-4.877330008419
SNX19	-0.242513438289844	4.81233406715127	-1.81737799901772	0.071831889054918	0.24889165030403	-4.87738077080693
ZNF605	0.2472349028154	2.77227971642181	1.81682006414817	0.0719179135508424	0.249144664897431	-4.8783508457483
TOM1L1	0.318257338705985	3.53586551936973	1.81628207907245	0.0720009430837434	0.249387214466306	-4.87928596866414
BTN2A1	-0.252700747531177	4.8627808362541	-1.81583378319822	0.0720701912609302	0.249546093803784	-4.88006499511634
TMEM200A	-0.374291341500376	2.59107334030148	-1.81579941075234	0.0720755030469265	0.249546093803784	-4.880124718384
FAM234A	-0.245750352341719	4.37989231785787	-1.81573223992581	0.0720858843068705	0.249546093803784	-4.8802414268563
SCGB2A2	-1.06238781594207	2.6157113409213	-1.81482845514163	0.0722256850875583	0.249909174729321	-4.88181134634061
IGFL1	-0.567107475861227	1.57181394530509	-1.81480180154978	0.0722298113771246	0.249909174729321	-4.88185763379451
ARFGAP3	-0.261798163059105	6.0078681184807	-1.81480126425098	0.0722298945593122	0.249909174729321	-4.8818585668777
VPS11	-0.167152033292293	4.57656558341909	-1.81443617448073	0.0722864344995011	0.250049322522323	-4.88249252848446
PLCG1	-0.261827085457084	4.90668761109016	-1.81437120090779	0.072296500536176	0.250049322522323	-4.88260533951956
MTERF3	0.226692160021108	5.90375255969179	1.81308108199059	0.0724966132875968	0.250696193323162	-4.88484453415611
TLR2	-0.378097055981988	4.208890126331	-1.81238851264053	0.0726042284369508	0.251005237172018	-4.88604597333012
GALE	-0.293340730730042	4.59224057973327	-1.81233735692627	0.0726121825397682	0.251005237172018	-4.88613469889456
DEPDC1B	0.329924450000692	3.25280991570623	1.81157569098165	0.0727306980318637	0.251369571606879	-4.88745546962221
TMEM184A	-0.373432069287551	2.28661316036052	-1.81102933310986	0.0728158102993815	0.25161834826807	-4.88840256224495
TMEM88B	-0.163693110197375	0.280314564265593	-1.81089804377731	0.0728362750106889	0.25164368292099	-4.88863010770463
MMP20	0.460933851698302	1.01525693355524	1.81072462633365	0.0728633137484582	0.251691717096486	-4.88893064412066
NACAD	-0.290189199397236	1.36385263756033	-1.81047167038238	0.072902768823121	0.251775247211484	-4.88936897399237
SGCG	-0.172345488313299	0.436715615649957	-1.81040090089113	0.0729138103414417	0.251775247211484	-4.88949159522391
TTLL9	-0.0867357507865521	0.303015169248647	-1.81031691820416	0.0729269151935564	0.251775247211484	-4.88963710490333
MRNIP	-0.2016774486034	2.27441646751952	-1.80986623537448	0.0729972741514967	0.25194792639969	-4.89041785622097
IL1B	-0.406620246714524	2.7476246049085	-1.80982810273933	0.0730032298612326	0.25194792639969	-4.89048390781425
TEKT3	-0.300269597457079	0.846525938928745	-1.80963633578953	0.0730331869104452	0.252005923715297	-4.89081605781675
MRTFB	-0.281544057273137	3.39477563884062	-1.80935215171701	0.0730775997299248	0.252113771772612	-4.89130821796125
WDR38	-0.079505230134991	0.221733242698683	-1.80910244697644	0.0731166425361217	0.252203058080041	-4.89174060547646
METTL2A	0.21121792467765	4.11965961426406	1.80898709146231	0.0731346848893604	0.252208367665018	-4.89194033554276
BCL6	-0.308299568015475	4.92198264731979	-1.80890113194396	0.0731481319176045	0.252208367665018	-4.89208916068254
KCTD16	-0.0323498121547941	0.0796365528686559	-1.80884017059104	0.0731576696144339	0.252208367665018	-4.89219470146518
THAP9	0.198197992807542	2.49820073530973	1.80863968595829	0.0731890436709429	0.252246007951087	-4.89254177159601
CAMKV	0.306692209289538	0.669275362269189	1.80860216262093	0.0731949169776131	0.252246007951087	-4.89260672631272
SEC11A	-0.189123125834857	6.10816449224061	-1.80845257451477	0.0732183350056193	0.252281337357071	-4.89286565796223
RASD2	0.561259806048142	4.91287097966153	1.80822259727741	0.0732543500728623	0.25236005065554	-4.89326370096789
H2AFZ	0.255274014544201	8.43449055967968	1.8078435850218	0.0733137364788716	0.252508621147679	-4.89391958870165
RPL7	0.239189332798682	9.82423741592289	1.80771890854795	0.0733332804199355	0.252508621147679	-4.8941353153418
P3H2	-0.489543661703781	2.81906722850007	-1.80769511025747	0.0733370114653114	0.252508621147679	-4.89417649172812
RNASEK-C17orf49	-0.0943092914259321	0.688409839000788	-1.80748977466519	0.0733692100793963	0.252574098873754	-4.89453174719983
SLC4A3	-0.266434849715327	3.40725299993995	-1.80739544361488	0.0733840060315453	0.25257965503331	-4.89469493861115
NCAPD2	0.324975620845894	6.33903891331666	1.8072083004835	0.073413367004206	0.252609448766444	-4.89501866989082
CCDC97	-0.231093602170141	5.38396231611702	-1.80717221694016	0.0734190292876326	0.252609448766444	-4.8950810857113
RBM34	0.206819962242902	2.0537542863277	1.80638170923929	0.0735431677962614	0.252991137907391	-4.89644817864016
ARL4A	-0.308272522036482	3.99811353111948	-1.80616968332844	0.0735764931592361	0.253026095032124	-4.89681475744176
NDUFS7	-0.25367045543443	3.68466929595686	-1.80614902909133	0.0735797401763476	0.253026095032124	-4.89685046508731
STAT5A	-0.297220233634249	4.88429503252111	-1.8056175965556	0.0736633266177335	0.253232319739399	-4.89776908881801
PRR11	0.349549968425027	4.72820157974199	1.80559970427896	0.0736661421756386	0.253232319739399	-4.8978000126206
DNAJB4	-0.230440237655795	4.1310244844356	-1.80510392802184	0.0737441938155853	0.253455156538194	-4.89865676399187
KRBA2	-0.133283449594381	0.649945899489656	-1.80492986164341	0.0737716138895107	0.253503926423406	-4.89895751567334
GGH	0.369174695206675	5.69637480621559	1.80462145825044	0.073820216351411	0.253625455533331	-4.89949030759293
NUFIP1	0.180007586340761	3.49418394184494	1.80424607675134	0.0738794099433266	0.253783322682696	-4.90013869388579
STAT5B	-0.25554087462154	5.00959873848597	-1.8041615595058	0.0738927428188207	0.253783625228791	-4.90028466070594
TMEM185A	-0.173904518158052	3.11332401612762	-1.8038085432937	0.0739484538500605	0.253929448785127	-4.90089427317793
ATPAF2	-0.199126352264759	2.9868043098068	-1.80363807884513	0.0739753680454457	0.253948412678981	-4.90118860257163
DNAAF1	-0.147055058242588	0.444416521675589	-1.80360568685603	0.0739804832510868	0.253948412678981	-4.90124452865737
RTCB	-0.203107665493905	6.62549770744727	-1.8033694803162	0.0740177928463485	0.254030974158854	-4.90165232023624
NRIP3	-0.30549157482333	2.37545010154259	-1.80306899262272	0.0740652783853478	0.254140837616823	-4.90217101532103
SLC44A4	-0.684617767867919	2.2970086645287	-1.80299907482507	0.0740763309895077	0.254140837616823	-4.90229169416763
EAPP	-0.180659366970817	5.56257422380114	-1.80281809786248	0.0741049461695503	0.254152983126431	-4.90260404181033
