logFC	AveExpr	t	P.Value	adj.P.Val	B
SREK1IP1	0.189692741307216	3.28896529586865	2.22097397590111	0.0283640082976664	0.129216063478741	-3.9381365188819
HCST	0.509489394360068	4.21144321518692	2.22077274518189	0.028378042410257	0.129249268034926	-3.93855320244475
RPS25	-0.273751536749716	9.9454265831752	-2.2202425421628	0.0284150485465625	0.129387059220695	-3.93965091594782
ATP6V0A1	0.260167462398735	4.01051181031796	2.2194696822019	0.0284690666695319	0.129602230091447	-3.94125058922889
HPSE2	0.396514037205326	0.665498119061414	2.21911550810194	0.0284938511839072	0.12968424763298	-3.94198349245948
AHR	0.482263447179744	5.2773299229583	2.21898458827059	0.0285030175027806	0.129695159907571	-3.94225438181849
GFI1	0.325628606408784	1.63744550902647	2.218866440951	0.0285112917669637	0.129701468260048	-3.942498830744
ZNF286A	-0.35248039446327	2.61681859735541	-2.21877150534587	0.0285179419539471	0.129701468260048	-3.94269524560621
SLC5A12	0.173271827471584	0.12108524299074	2.21861384373427	0.0285289890546964	0.129718912178549	-3.94302141906436
CRLF2	0.149125618486943	0.267486062455168	2.21852355248278	0.0285353173024676	0.129718912178549	-3.94320820586163
UQCRQ	0.293103039338386	7.11266084759278	2.21818662068901	0.0285589426774347	0.129795517230153	-3.94390516019498
CENPT	0.237615434665044	3.89181124587881	2.21770665434325	0.0285926269981337	0.129917791299796	-3.94489781925243
PML	0.315352794431498	4.82907868636613	2.21759482865741	0.0286004799695039	0.129922663986644	-3.94512906725799
RAP2C	0.371366277706481	5.0063400247977	2.21672761319696	0.0286614442045476	0.130168744347792	-3.94692204915861
PLEKHB2	0.327714999618583	5.61840558155748	2.21655738871041	0.0286734240937713	0.130192293616292	-3.94727391584444
CGGBP1	0.294998503205719	5.44382521078926	2.21638866066511	0.0286853029802015	0.130215373229955	-3.94762266492814
ZFP36L2	0.33411379719835	7.50920121851281	2.21607118327866	0.0287076658444133	0.130286022085458	-3.94827880279568
DPH7	0.251620524506495	3.84149536657388	2.21571837436098	0.0287325352811382	0.13035716707146	-3.94900786047798
IBTK	0.30048724884459	4.39451205367636	2.21565579172153	0.028736948682733	0.13035716707146	-3.94913717254164
CTBP1	0.236299725133148	5.43918144841458	2.21515343920086	0.0287723966128132	0.130487074910796	-3.95017504310491
PTK2B	0.399819871817932	3.79924902118553	2.21504091456337	0.0287803420133676	0.130492222744471	-3.95040749184426
PLSCR4	0.463562153956031	3.43440436385786	2.21475383535036	0.0288006214416478	0.130548653233798	-3.95100047935599
CHRM3	-0.616356902237151	1.9464105718786	-2.21462218758596	0.0288099252787959	0.130548653233798	-3.95127238598793
ETV2	0.205569722813294	1.1904054877822	2.2145754688484	0.0288132276251621	0.130548653233798	-3.95136887579549
WDR6	0.311718519890877	5.99255184672052	2.21429849704728	0.0288328123530754	0.130588007843417	-3.95194087695963
ZNF580	0.276282074306742	4.22021304197179	2.21425987658367	0.0288355441357705	0.130588007843417	-3.95202063061164
GLTPD2	0.243224035063931	1.0603582723989	2.21396475822692	0.028856426516283	0.130651698600779	-3.95263002637579
ZNF546	0.218697926345525	1.29203969585479	2.21336569785897	0.0288988562116988	0.130801125372767	-3.95386680993041
RAB32	0.366254903064319	6.02831704699024	2.21330606860417	0.0289030825545793	0.130801125372767	-3.95398990013183
TEAD3	0.283010602472916	5.71577936953008	2.21313156701355	0.0289154538025341	0.130826212588041	-3.95435009913936
FUT7	0.348876392785659	1.14799774662632	2.21156829641685	0.0290264877085298	0.131297575775057	-3.95757578098769
CLK3	0.196807240934714	2.96750664265501	2.21083491389994	0.0290787054649742	0.131502731983566	-3.95908833877416
SMC1B	-0.507504564406748	1.88901442519378	-2.21034307650299	0.0291137707876039	0.13159686224883	-3.96010246741638
SIL1	0.282827480484731	5.08611336939379	2.21031977481274	0.0291154329855702	0.13159686224883	-3.96015050848945
CCL17	0.604795093871765	2.42917793789826	2.21018599965236	0.0291249772769266	0.13159686224883	-3.96042630366074
ZNF816-ZNF321P	0.0288165090498759	0.0338597719050512	2.21005659443382	0.0291342123877508	0.13159686224883	-3.96069307510984
NOL4	-0.381381262385422	0.689476275322851	-2.21004229778978	0.0291352328362639	0.13159686224883	-3.96072254705249
MAPK8IP1	0.482995881283596	3.15577277504275	2.20996531915296	0.0291407278598082	0.13159686224883	-3.96088123234723
SUCLG2	0.265223264431718	5.77902489741702	2.20966238306041	0.0291623613515702	0.131649538657563	-3.96150566180596
CSK	0.274460476033862	5.99600378343627	2.20960957577326	0.0291661338970489	0.131649538657563	-3.96161450324763
TMEM158	-0.696266309414003	4.92003572032769	-2.20940818889861	0.029180524855016	0.131683475446765	-3.96202956122856
RILPL2	0.287201060022237	3.32781184642503	2.20850633302112	0.0292450467961102	0.131936150531294	-3.96388786059881
SMAD7	0.351255022191578	4.70421246493707	2.20835555992567	0.0292558457624936	0.131936150531294	-3.96419846516985
CXorf58	0.0655109068558528	0.231980122696354	2.20833702407603	0.029257173613458	0.131936150531294	-3.96423664915736
MARCH8	0.323362273661161	3.95554439135969	2.20815696305662	0.0292700753632954	0.131963273890848	-3.96460756095216
SIAE	0.341507943899105	3.29761765451746	2.20779239673817	0.029296212496135	0.132050041787448	-3.96535845480189
MIGA2	0.258973759127717	3.17275225047396	2.20751930215709	0.0293158050052819	0.132088098876765	-3.96592087095386
TRIM13	0.268290213806766	3.49242289452869	2.20748254534213	0.0293184429060531	0.132088098876765	-3.96599656378091
OR51E1	0.262160497791506	1.20536880000281	2.20737333464349	0.0293262817752893	0.132092356628189	-3.96622145314673
NME1	-0.310578846632289	5.95679501686809	-2.20717928302527	0.0293402148206155	0.132124055505949	-3.96662102394746
UBE2QL1	0.389336831570358	1.70797365412986	2.2069211437034	0.0293587583542608	0.13216493098601	-3.96715250769697
NDUFAF1	0.19929497136305	4.49901095301971	2.20686090543552	0.0293630870626503	0.13216493098601	-3.96727652425601
SLC1A4	0.43488896805167	4.69514551907184	2.20638826287841	0.0293970703659496	0.132286816646773	-3.96824947781503
RAB27B	0.487093955525484	2.85576429920701	2.20608822950679	0.0294186607454838	0.132352890008034	-3.96886700966692
LIMD2	0.437246643201118	4.33515335095524	2.20579622741466	0.0294396864670302	0.132390680239789	-3.96946793776624
GHRH	0.110761769619467	0.0871706086390319	2.20577966680822	0.0294408793122352	0.132390680239789	-3.96950201662383
STYXL1	0.253089912192964	5.63642811290659	2.20546537397865	0.0294635255237635	0.132461429507469	-3.97014873246477
SLC16A7	0.315286316222591	1.37690512185549	2.20530878331748	0.0294748142515351	0.132481096850496	-3.97047091538681
PSMB10	0.419879085904455	5.27286091930967	2.20502872899661	0.0294950129604048	0.13253720048177	-3.97104707079633
TSPAN14	0.242587428222416	4.64089719521706	2.20494394358261	0.0295011304240254	0.13253720048177	-3.97122148653733
HINT1	0.266753604020736	7.87396322310135	2.20474321805426	0.0295156176437328	0.132571202454656	-3.97163438326878
C4BPA	0.536974693292279	0.96405242918718	2.20448185516761	0.0295344906148531	0.13258590064639	-3.97217196086316
RCBTB1	0.332423127751485	4.20913771081648	2.20446598685075	0.0295356368020363	0.13258590064639	-3.97220459733088
ACRBP	0.253759217594773	1.57743377036924	2.20441044779886	0.0295396487583862	0.13258590064639	-3.97231882315967
LRTOMT	0.237893884330499	2.31872774687911	2.20425961212002	0.0295505470229465	0.132603754451213	-3.97262902999179
C16orf90	-0.0974216753168992	0.221202371614373	-2.20378363300284	0.0295849607165204	0.132727097234663	-3.97360779568314
CENPF	-0.506057819444269	5.69009067857768	-2.20367634355167	0.0295927226572042	0.13273084242385	-3.97382839051673
CENPA	-0.440557733123127	4.71269287750151	-2.20352583219634	0.0296036145123369	0.13274862103227	-3.97413783615187
CCPG1	0.259180370993768	2.82757123848691	2.20323708768291	0.029624519483776	0.132811281663227	-3.97473142983491
FAM181A	0.11190796693769	0.0992853809856395	2.20298042029796	0.029643112885774	0.132834970517075	-3.97525902047568
TRAT1	0.437548747402327	1.51009509715058	2.20297275133876	0.029643668594072	0.132834970517075	-3.97527478348053
CACNG4	0.897046200856692	3.09924640129068	2.20280917055253	0.0296555241511731	0.132841350805345	-3.97561100030629
PSKH1	0.263293188796132	4.87933947436617	2.20273645599301	0.0296607954829992	0.132841350805345	-3.97576044731918
DNAH6	0.0939722362954191	0.277782582065979	2.20266617548382	0.0296658911380446	0.132841350805345	-3.9759048874508
ABCB8	0.254717010860396	3.48457949094215	2.20212227198197	0.0297053524088377	0.132986976052743	-3.97702257260391
HMGA1	-0.415274966795101	8.46784029780884	-2.20201808101418	0.0297129168871456	0.132989768856481	-3.97723664924631
LGALS4	0.20683618273441	0.491540026271334	2.20101845811193	0.0297855769128633	0.133283848488411	-3.97929006030147
FAM193B	0.278779691069303	4.0546200796138	2.20089138355774	0.0297948247189343	0.133294101433458	-3.97955103396788
ATP8A2	0.391161277423313	0.765724717947089	2.20049275706579	0.029823850857113	0.133392811921835	-3.98036960586584
NUP214	0.221026336278242	4.31600280216416	2.20036329704301	0.0298332828359634	0.133403858207677	-3.9806354203928
LRFN5	0.21495646168303	0.444013546769609	2.1999707944735	0.029861895009062	0.133486086122335	-3.98144124113449
TMBIM6	0.244716454873737	8.45095285936974	2.19979396647674	0.0298747930101122	0.133486086122335	-3.98180423190982
TBC1D10B	0.209365739592605	5.17339737838051	2.19978603877988	0.0298753713774656	0.133486086122335	-3.98182050518329
VAV2	0.338760596131523	4.92960539653381	2.19972893375607	0.0298795377787534	0.133486086122335	-3.98193772373069
RPAP1	0.225794626285722	3.7724921400799	2.19961403280071	0.0298879225242002	0.133492420393053	-3.98217357060971
ZNF563	0.21781055444282	1.81524687843346	2.19921197058777	0.0299172786214056	0.133592397032103	-3.98299875896293
ZNF224	0.228486316786457	2.05639663241551	2.19889615738386	0.0299403549604249	0.133664292030918	-3.98364683401918
TMIGD3	0.359346738467247	2.18324512362209	2.19871865261519	0.0299533319654466	0.133673734667074	-3.98401105126383
NPHP3	0.183111965567898	1.64922241829649	2.19867638523321	0.0299564227681445	0.133673734667074	-3.98409777460123
PSD2	0.188242473392453	0.344943467765196	2.19846384298949	0.0299719691331459	0.133711967534391	-3.98453384126154
NACC2	0.340820846302492	3.56485756308137	2.19804795837622	0.0300024092712945	0.133816611742848	-3.98538698796567
MAP1S	0.277296735834667	4.88516397073536	2.19773230624671	0.0300255309948337	0.133873615364444	-3.98603441898812
UBE3D	-0.236269567669677	1.71293630639486	-2.19760125378093	0.0300351352318862	0.133873615364444	-3.98630319445157
BRD9	0.285994906495947	3.81496788304201	2.19758740748319	0.0300361501201265	0.133873615364444	-3.98633159096346
CLEC16A	0.272714099782776	3.37841417926135	2.19689415779247	0.0300870012511348	0.134069076970464	-3.98775312452247
CYP4F3	0.353109724930359	0.386609676011979	2.19652677765358	0.0301139796397668	0.134137674301778	-3.98850628450882
FBXO39	0.297013333408113	0.539617072710922	2.19649387880551	0.0301163965787928	0.134137674301778	-3.9885737242771
GTPBP1	0.255727143193626	4.81886862967943	2.1963846873394	0.030124419624267	0.134142227381032	-3.9887975506352
ACSL5	0.497728398933075	4.24983386450794	2.19625563319833	0.0301339045167332	0.134153286348774	-3.98906207941847
GINS4	-0.477549005388034	3.28666338465256	-2.19597456717417	0.0301545705921316	0.13421410618254	-3.98963814543398
RAB24	0.379785678060082	3.28443428292854	2.19559203556141	0.0301827170065632	0.134292086617855	-3.99042206449084
SERPINB7	-0.817691847895832	1.86029144318292	-2.1955459691119	0.0301861080874224	0.134292086617855	-3.99051645968084
SF1	0.225245927428069	6.96525884260942	2.19518058142292	0.030213017056996	0.134380598846124	-3.99126511482629
ANO4	-0.21249065148324	0.438702070258033	-2.19470280224957	0.0302482346084167	0.134506016090015	-3.99224388072903
ZFYVE27	0.249219484507422	4.34626547552771	2.1944680116578	0.0302655543389244	0.134521939641206	-3.99272479517551
SIGLEC11	0.210904833463791	0.468865010111619	2.1944639127081	0.0302658567816522	0.134521939641206	-3.99273319051188
SPRN	0.287824450924431	2.08862961070194	2.19408230603258	0.0302940253204498	0.134586038350627	-3.99351472214875
LDLRAD4	0.412373017010691	3.13756978204336	2.19407823224988	0.0302943261524061	0.134586038350627	-3.99352306459748
GPHB5	0.0236186490732895	0.0144604747985075	2.19378095521256	0.0303162858504086	0.134615349263854	-3.99413180169479
PTPRC	0.616328743723566	4.36270012339828	2.19371357893866	0.0303212648263803	0.134615349263854	-3.99426975826188
COG4	0.267543105569376	5.35060647813462	2.19370362744218	0.0303220002830121	0.134615349263854	-3.994290134161
EHD1	0.298453651718503	5.3770850656494	2.19320938809509	0.0303585461555209	0.134735340281132	-3.99530199327767
RIC8A	0.297687478246424	5.68712495041389	2.19314795176733	0.0303630916619137	0.134735340281132	-3.9954277576581
MT1H	-0.615130198410082	1.74631313826881	-2.19289477293288	0.0303818299265079	0.134787275578101	-3.99594599810664
NEK2	-0.467734450232325	5.19277005098683	-2.19277500870773	0.030390697420006	0.134795405848318	-3.99619112854204
DGKB	0.0706919540813513	0.0911462024008485	2.1922577935189	0.0304290185634976	0.13491030070738	-3.99724961105953
SPATA4	0.0803201672887579	0.149287367939333	2.19221489370477	0.0304321989547402	0.13491030070738	-3.9973373954054
TBKBP1	0.304305013400754	3.05285604629894	2.19214037621032	0.0304377240205628	0.13491030070738	-3.99748987413692
POFUT1	0.29796760760071	5.52345814501062	2.19119399769721	0.0305079688294968	0.13519037713737	-3.99942595445441
VPS72	-0.298689824875556	5.84952056001724	-2.19106556499468	0.030517512594553	0.135201400884215	-3.99968864030439
TTC34	0.13734095174409	0.292670757467671	2.19033082320471	0.0305721608363483	0.13541219921065	-4.00119115083615
MYO18A	0.389758583497	4.16601582202872	2.18983585608496	0.0306090232412948	0.135527943077791	-4.00220307411974
TNFRSF10C	0.344499931110527	1.4679806138952	2.18979002174342	0.0306124386848641	0.135527943077791	-4.0022967684193
MAD2L1BP	0.256210096571838	5.41102455901953	2.18928718853319	0.0306499301571614	0.135646768473389	-4.00332453936845
MCF2L	0.391145862549979	2.57581526505202	2.18924018157163	0.0306534370591187	0.135646768473389	-4.00342060867662
HYAL1	0.415111349568674	1.69040894066973	2.18875504149312	0.0306896507979959	0.135775663574324	-4.00441199137268
CPQ	0.475955643050362	5.40488758904253	2.18861110753304	0.0307004020432478	0.135791875242537	-4.00470608143208
FAM104B	-0.255403979672071	4.18876990979	-2.18809697508874	0.0307388322844403	0.135910781506647	-4.00575642729516
PPFIBP1	0.408785130261576	4.01929327105204	2.18806169315601	0.0307414710636087	0.135910781506647	-4.00582849816964
MPHOSPH10	-0.223246410609577	5.50169713019305	-2.18765321472032	0.0307720360231345	0.135997897880127	-4.00666282508284
THAP7	0.280865019828496	4.80606549934237	2.1876086655168	0.0307753710770956	0.135997897880127	-4.00675380926819
SERPINA1	0.668432245919913	5.34935232558564	2.18726732310292	0.0308009351795719	0.13607948327779	-4.00745088692881
FOXQ1	0.625924775176236	1.95813881699548	2.18713952700192	0.0308105109450339	0.136090410377546	-4.00771184208871
HARS2	0.245694084458759	5.00701364322119	2.18691198790465	0.0308275668678462	0.136134364774095	-4.00817643440922
BRAT1	0.301041502749078	4.74135405502571	2.18658228134684	0.0308522956560368	0.136212174439014	-4.00884955509824
SFI1	0.278923300433237	2.68715206743567	2.18640721582059	0.0308654330067864	0.136238784114959	-4.00920692675685
TRAPPC13	0.203354272027436	2.61091705082514	2.18565739603007	0.03092175642047	0.136455959183009	-4.01073728212551
MED25	0.219614453610593	4.77486084155806	2.1851528594906	0.0309597054582739	0.136591967830068	-4.0117667527299
HYLS1	-0.335516611835592	3.75611512909787	-2.18487503543442	0.0309806194640085	0.136652773837446	-4.01233353989787
SLC6A15	-0.756419352876003	1.54327436198914	-2.18426407253901	0.0310266546888707	0.136824333830484	-4.01357972952961
POLB	-0.316858505985308	4.62313321352026	-2.18386656497785	0.0310566382840611	0.136925045135963	-4.01439035998473
SYPL2	0.204569639406613	0.71092296663643	2.18317650442614	0.0311087487099316	0.137102270718623	-4.01579726805405
TMEM234	0.211939522686076	3.28962054152243	2.18314477988747	0.0311111462389526	0.137102270718623	-4.01586193883635
FAM107B	0.35647564067614	5.15044712757992	2.18303189768748	0.0311196784259452	0.137108337162459	-4.01609204332769
OGFR	0.327172718230125	5.04718391300299	2.18285616414371	0.0311329652740957	0.137135344279758	-4.01645024533371
ZNF835	0.349086021197813	0.99596140737946	2.18274994901644	0.0311409983711588	0.137139202433871	-4.01666673344017
C5orf24	0.31571843258089	4.6555710700636	2.18253773979257	0.0311570532473273	0.137178377130524	-4.01709923026336
ABCB11	0.0595723481340646	0.0706816399194838	2.1823716657672	0.0311696227449224	0.137202191917174	-4.01743767356152
CD74	0.514512078872318	10.7767011838424	2.18127673967346	0.0312526038784908	0.137512371336472	-4.01966844008537
CLMP	0.440645183907935	4.24006616541321	2.18125250487928	0.0312544427310859	0.137512371336472	-4.01971780366528
IGFLR1	0.289450918587976	2.02662900220727	2.18043314541473	0.0313166682864766	0.13775451814444	-4.02138645223082
CASP8	0.315354260485659	3.55606598070954	2.17995217044618	0.0313532456719707	0.13786097682118	-4.02236570385418
NUMA1	0.275148926881244	5.43159260867785	2.17992569709339	0.0313552600066125	0.13786097682118	-4.02241959711807
KCTD2	0.269368754914861	4.71002359683689	2.17947600962446	0.0313894935315571	0.137962164174971	-4.02333495913235
NAT16	-0.0826281664506244	0.114222294300787	-2.17940638476379	0.0313947967931681	0.137962164174971	-4.02347666866262
DEPDC1	-0.466862762362017	3.78890666488743	-2.17933972889163	0.0313998746394786	0.137962164174971	-4.02361233143863
CNIH3	0.256852041448381	1.69038380477783	2.17892713702021	0.031431321791743	0.13806867419798	-4.02445198322897
TMEM135	0.298159104400368	3.6186053780826	2.17847614635053	0.0314657269613764	0.138164429997645	-4.0253696125625
TREM2	0.472098142922421	4.96326812611426	2.17845236615426	0.0314675420129284	0.138164429997645	-4.0254179932266
SRARP	0.399606912737525	0.320236284445776	2.1782748544553	0.0314810936785453	0.13819011853993	-4.02577912441267
SWSAP1	0.237514904992994	2.83512316917492	2.17818681382495	0.0314878167916777	0.13819011853993	-4.02595822495944
GZMK	0.639446451448228	3.11744525123478	2.17799035328878	0.0315028237560742	0.138224320125976	-4.02635785959077
BAIAP2L2	-0.542632742526122	2.55353765044072	-2.17785215003743	0.0315133843657383	0.138228118854042	-4.02663896907051
NLRP13	0.0543021501721842	0.0254283420858006	2.17774568272753	0.0315215220158116	0.138228118854042	-4.02685551557017
FAM47E-STBD1	0.0404685566736747	0.0480014735381513	2.17769584859557	0.0315253316315517	0.138228118854042	-4.02695687111448
GRM4	0.221725579758114	0.32035654585274	2.17705208236677	0.0315745809189324	0.138412387322732	-4.02826600917778
SPRED2	0.425156805815354	4.6377204769028	2.17674899685237	0.0315977906558065	0.138458678782738	-4.0288822293875
UBE2C	-0.451302734549522	7.37455893569016	-2.17672546837252	0.0315995930440432	0.138458678782738	-4.02893006317636
PURA	0.249709134175211	3.04552529999451	2.17639325191446	0.0316250518709295	0.138538550274092	-4.02960541417723
SLC12A3	0.141077224441522	0.314936476527038	2.17612854939403	0.031645349644136	0.138595781607152	-4.03014345090869
ACIN1	0.199404441328397	5.75641415933889	2.1752912039477	0.0317096330820437	0.138805660926362	-4.03184505204667
NUDT10	0.377860957331372	1.18676816993244	2.17527617192983	0.0317107881338517	0.138805660926362	-4.03187559369328
FAM3B	0.569014401468733	1.49521209693472	2.17522131555791	0.0317150035768285	0.138805660926362	-4.03198704774308
GTF3A	-0.255324628250587	7.03746005269641	-2.17471397460341	0.0317540133232794	0.138935481328501	-4.03301771214524
PIAS1	0.244626618885845	3.53160365149964	2.17455438638671	0.0317662927731664	0.138935481328501	-4.03334187046313
AMDHD2	0.321950851587005	3.2738942944528	2.1745527534712	0.0317664184385033	0.138935481328501	-4.03334518715643
A2M	0.593827645406064	8.40920569936386	2.17418557744374	0.0317946864133963	0.139027381644703	-4.03409091811892
STARD13	0.324429604406927	2.88711167764937	2.17398146568752	0.0318104099234365	0.139064399850095	-4.03450541722839
UQCRH	-0.269797761549585	8.41853921952886	-2.17377325131712	0.0318264564344915	0.139102812897192	-4.03492821096852
HNRNPA0	0.248298601975883	5.87982553878499	2.17343804984023	0.0318523042692264	0.139184036967536	-4.03560878290205
DAP	0.326494738276192	7.56690169605377	2.17317080271475	0.0318729251185056	0.139242389009504	-4.03615131570983
VSIG8	0.160078423942403	0.512747020062575	2.17303014413069	0.0318837830250299	0.139258073066469	-4.03643683921037
CTRB2	0.0468475816054697	0.0564830756006117	2.17274229116366	0.0319060133762066	0.139309128225724	-4.03702110047239
PPP1R14D	0.191579279682009	0.57897462196271	2.1726905167755	0.0319100132447525	0.139309128225724	-4.03712618051904
INMT-MINDY4	0.0156574043022604	0.0100147816332899	2.17244291281691	0.031929148095183	0.139360912676948	-4.0376286798038
ATP8A1	0.379111019896122	2.14219549540792	2.17234020787488	0.0319370880644121	0.139363822455523	-4.03783709871447
UBB	0.238275844777307	9.74688355932856	2.17156362150396	0.0319971803629871	0.139588786957156	-4.03941273145678
ATG2B	0.298268035390428	2.86653437478431	2.17147398863147	0.0320041224782894	0.139588786957156	-4.03959455628241
LY6H	0.28363260581147	0.690911255489773	2.17139170120289	0.0320104968367906	0.139588786957156	-4.03976147444748
KCNA5	0.340788289099018	0.479035886782729	2.17066807224577	0.0320665999352537	0.139789300509106	-4.04122908959269
ADAL	0.232381322023129	2.17704554585878	2.17061046863455	0.0320710696225682	0.139789300509106	-4.0413458980646
TICAM2	0.0721414092902463	0.255831168352818	2.16997544298945	0.0321203795983108	0.139972388783997	-4.04263341333791
AKT2	0.314786283861403	4.79446677309639	2.16936100828978	0.0321681533453499	0.140148700829979	-4.04387885178349
TP53BP2	-0.446113804344265	5.77510043681135	-2.16902344591149	0.0321944258711198	0.14021481837812	-4.04456294177356
MUC16	-0.718149353089391	1.86168266687794	-2.1689779960797	0.032197964660703	0.14021481837812	-4.04465504107455
ASB12	-0.218777779404597	0.720304512716638	-2.16877724212735	0.03221359969521	0.140223080141183	-4.04506182666935
MLF2	-0.277754982653235	7.76989931237923	-2.16868043801205	0.0322211413082867	0.140223080141183	-4.04525796748363
SPRYD4	0.182458732360531	2.5011201482943	2.16867177495643	0.0322218162862913	0.140223080141183	-4.04527551984603
BTLA	0.38600761182103	1.24046309158198	2.16842954911942	0.0322406941734292	0.140259187249383	-4.04576627165909
CD3EAP	-0.260509568977973	3.39810309234382	-2.16837748052701	0.0322447533966667	0.140259187249383	-4.04587175655349
FAM234B	0.433072590895991	2.99984111068241	2.16816935895	0.0322609828105103	0.140266382081556	-4.04629336340403
GPR176	0.388227759979912	3.16639398051717	2.168168519745	0.0322610482664484	0.140266382081556	-4.04629506336687
MINPP1	0.28003538091363	4.27221096701655	2.16805565717161	0.032269852321954	0.140272831293321	-4.04652368160759
CKLF	0.263007268438653	4.79936359541329	2.16760892158031	0.0323047212407267	0.140392552436735	-4.04742849726155
RASSF6	0.39482691908914	1.81023793624771	2.16667831230715	0.0323774628785889	0.140676772384726	-4.04931279894415
ALPK3	0.274220989872264	1.622053499369	2.16519967173566	0.0324933342070304	0.141148215085221	-4.05230523105269
PNPLA4	0.385552173120095	3.70205625502803	2.16501481766443	0.0325078452879311	0.141179243781062	-4.05267920192451
PTPRN	0.318183833130222	0.580157942793594	2.16488573983584	0.0325179812580051	0.141191261927178	-4.05294031675487
SERPINB9	0.435694240643028	3.92697711786933	2.16442948568991	0.0325538310770909	0.141314897432745	-4.05386317049861
TRPS1	-0.569976648761508	6.30607328971457	-2.16418857198372	0.0325727745227177	0.141365103653407	-4.05435038862058
TMEM63C	0.530531379063276	1.80408475148103	2.16394547274201	0.0325918995187246	0.141416074881857	-4.0548419763105
PABPC3	-0.241081500775963	1.06120582587083	-2.16323719069098	0.0326476767478697	0.141626020866183	-4.05627395345175
CUX1	0.298000527029576	3.9953384310736	2.16246523214504	0.0327085628384221	0.141858029096199	-4.05783417967521
METTL3	0.220204121432899	4.15893462719614	2.16231618197678	0.0327203301006252	0.141876950680715	-4.05813537016781
ITGAM	0.458241198173361	3.48982898457007	2.16172396363403	0.0327671210561652	0.142037692500114	-4.05933189680512
HM13	0.218611033264809	6.03118996272774	2.16165938571615	0.0327722268432235	0.142037692500114	-4.05946235280353
SKAP2	0.391728372876705	4.15809374264202	2.16101536635683	0.032823183360263	0.142226371860244	-4.06076316215423
KRTAP4-1	0.0972324283472583	0.0626665197108763	2.1605120772498	0.0328630527690474	0.142366935136269	-4.06177947291717
PCGF2	0.34101411125026	4.9394548286268	2.16020735319273	0.0328872127267327	0.142439394904368	-4.06239470822508
HOXD4	0.228108919585664	0.452585779123788	2.15970248668472	0.0329272748372946	0.142572701962761	-4.06341385427172
AGPAT5	-0.369605772115388	4.77776416074032	-2.15963198098955	0.0329328729652514	0.142572701962761	-4.06355616282423
SAMD8	0.261664256881886	3.56750986627195	2.15918107401542	0.0329686943541721	0.142668026868196	-4.06446617177212
SLC46A1	0.261271818665278	1.91199963440631	2.15916737001957	0.0329697835693528	0.142668026868196	-4.0644938260976
USP8	0.25359526929331	3.09845383342845	2.15880871191067	0.0329983013831828	0.142759190066192	-4.06521753206376
DSG2	-0.573492853521742	6.78566874635384	-2.1586496032193	0.033010959368354	0.142781713872919	-4.06553854876625
PEX6	0.352069645890722	5.33695265703019	2.15834905706499	0.0330348809867787	0.142839368533199	-4.06614486958947
TMEM178B	0.471115421085501	1.3497073804256	2.15820310843786	0.0330465030196369	0.142839368533199	-4.06643927793384
H1FNT	0.0823034624274507	0.141583572640322	2.15820122359945	0.0330466531343704	0.142839368533199	-4.06644307992043
AREG	0.78758546803504	3.22981708483066	2.15716293920844	0.0331294354800368	0.143164887964137	-4.06853698387991
WIPF3	-0.426046365544327	2.58812493612256	-2.15706694560904	0.0331370981187593	0.143165712977124	-4.06873052710334
ZNF792	0.297361665907796	2.54091912422652	2.15653162978243	0.0331798576179598	0.143308916837013	-4.06980969114728
ZNF705E	0.0404206025411762	0.116256782746885	2.15646475878837	0.0331852024427654	0.143308916837013	-4.06994448172463
HSPA4L	-0.461810988881639	2.39917624398899	-2.15616787903628	0.0332089402872436	0.143379113304163	-4.07054285022858
CD53	0.500992057715385	6.10694550631857	2.15584326020046	0.033234912939867	0.143458924721962	-4.07119704103181
CCDC169	-0.19663335005743	0.565959337812573	-2.15564614831263	0.0332506923953667	0.143494711033248	-4.07159422830004
FCER2	0.579774415563302	1.00851541859952	2.15534572689022	0.0332747546161451	0.143543024661351	-4.07219952375399
CNTROB	0.268418619046574	4.39099963282655	2.15525404245277	0.0332821010777869	0.143543024661351	-4.07238423608624
S100B	-0.910570691756002	5.07289779816783	-2.15516019778442	0.0332896220902966	0.143543024661351	-4.07257329306754
STMN2	0.418067684796626	1.17615356598568	2.15513236070073	0.033291853326812	0.143543024661351	-4.07262937146579
SHANK3	0.316603797890828	3.69910169477413	2.15428275394059	0.0333600145922124	0.143783396501682	-4.07434060267023
AFF4	0.373447115031719	4.73587932746063	2.15425042591996	0.0333626105551108	0.143783396501682	-4.07440570376306
ZNF608	0.415763563746872	2.67197632545513	2.15395573600519	0.0333862824401582	0.143853060003569	-4.07499909917958
MAGEA9	0.155687966718566	0.0745825594493788	2.15384553099777	0.0333951387411765	0.14385886992349	-4.07522099176216
KCNA1	0.214473872663565	0.299029095778432	2.15370584859994	0.0334063668328698	0.143874892084652	-4.07550222070788
SLMAP	0.306994051600458	3.66770050275914	2.15333909490384	0.0334358631795879	0.143969567277322	-4.07624054299096
REEP5	0.277022302927	6.65274684598203	2.1529104512249	0.0334703656730786	0.144085750766538	-4.07710331150867
SLA	0.397932446248794	3.32409605688648	2.15254663139002	0.0334996745625832	0.14417952926632	-4.0778354797432
PCDH1	0.399917146034491	4.79042482419941	2.15186174282179	0.0335549087328223	0.144384820621965	-4.07921347374844
